,종목코드
2496,257720
2497,033780
2498,038070
2499,033230
2500,061040
2501,006260
2502,106190
2503,001230
2504,192520
2505,026890
2506,004430
2507,004700
2508,089590
2509,204840
2510,093920
2511,036530
2512,043090
2513,069920
2514,001070
2515,114120
2516,014280
2517,054670
2518,014820
2519,213090
2520,267060
2521,101240
2522,289010
2523,241770
2524,012720
2525,131100
2526,141070
2527,307870
2528,083640
2529,001740
2530,029780
2531,052190
2532,089860
2533,303030
2534,078600
2535,029460
2536,389030
2537,053620
2538,008800
2539,002880
2540,104540
2541,025890
2542,007310
2543,066430
2544,003100
2545,035900
2546,102210
2547,043650
2548,005090
2549,103140
2550,003920
2551,133820
2552,365590
2553,299170
2554,383220
2555,176440
2556,036200
2557,065130
2558,223310
2559,015540
2560,079160
2561,036220
2562,298000
2563,293490
2564,036180
2565,317690
2566,058850
2567,005990
2568,056080
2569,067990
2570,058480
2571,251270
2572,112040
2573,074000
2574,298040
2575,011200
2576,000640
2577,001000
2578,298020
2579,067730
2580,009420
2581,033110
2582,019660
2583,025900
2584,082740
2585,140410
2586,106080
2587,143240
2588,030200
2589,024110
2590,092230
2591,114190
2592,074600
2593,045970
2594,340570
2595,069620
2596,272290
2597,347770
2598,297090
2599,071200
2600,101060
2601,015350
2602,066620
2603,021960
2604,010280
2605,136660
2606,054300
2607,075180
2608,035000
2609,000880
2610,372910
2611,217820
2612,034590
2613,023800
2614,017180
2615,073570
2616,003480
2617,145720
2618,044380
2619,254160
2620,065560
2621,038110
2622,092040
2623,026150
2624,122690
2625,101670
2626,199150
2627,000110
2628,101970
2629,019300
2630,041590
2631,067830
2632,101360
2633,002380
2634,198440
2635,108670
2636,138690
2637,078930
2638,014100
2639,037560
2640,289080
2641,383310
2642,025440
2643,006040
2644,204210
2645,073240
2646,352820
2647,008340
2648,170790
2649,376300
2650,216400
2651,357880
2652,011500
2653,332710
2654,059090
2655,091990
2656,076080
2657,086280
2658,216280
2659,311060
2660,240340
2661,036840
2662,000540
2663,060910
2664,126640
2665,294870
2666,008670
2667,034220
2668,241560
2669,051910
2670,006350
2671,139480
2672,042660
2673,028050
2674,004990
2675,280360
2676,307750
2677,037270
2678,030530
2679,007720
2680,061250
2681,047820
2682,258250
2683,006490
2684,207940
2685,000700
2686,357120
2687,065620
2688,084670
2689,045300
2690,119830
2691,259630
2692,000230
2693,112190
2694,262260
2695,380320
2696,046210
2697,080580
2698,102370
2699,185190
2700,084110
2701,267790
2702,243070
2703,042510
2704,284420
2705,352910
2706,000660
2707,306620
2708,083650
2709,001500
2710,013810
2711,388790
2712,024850
2713,367000
2714,281820
2715,308080
2716,068940
2717,159010
2718,092440
2719,308100
2720,004490
2721,333050
2722,318020
2723,091590
2724,050860
2725,018310
2726,027360
2727,380440
2728,022220
2729,053080
2730,229000
2731,206640
2732,049180
2733,208710
2734,100220
2735,007680
2736,336040
2737,303530
2738,034310
2739,036800
2740,003050
2741,006250
2742,046140
2743,088910
2744,005860
2745,037070
2746,039010
2747,066310
2748,078140
2749,054940
2750,297890
2751,095610
2752,298690
2753,215090
2754,091090
2755,029530
2756,222800
2757,179530
2758,030960
2759,357250
2760,007820
2761,032580
2762,005290
2763,350520
2764,187660
2765,376290
2766,140070
2767,094850
2768,189980
2769,298540
2770,317120
2771,238200
2772,007340
2773,012030
2774,290520
2775,229500
2776,117670
2777,047400
2778,126870
2779,025560
2780,049550
2781,227610
2782,003160
2783,318410
2784,363250
2785,005070
2786,006620
2787,143210
2788,307950
2789,103160
2790,036690
2791,066110
2792,084680
2793,036030
2794,005610
2795,009540
2796,127120
2797,204320
2798,060900
2799,105740
2800,004540
2801,286000
2802,033050
2803,246720
2804,006440
2805,042940
2806,028150
2807,214270
2808,004060
2809,122870
2810,115500
2811,077360
2812,327610
2813,067570
2814,053060
2815,096530
2816,060370
2817,019590
2818,095660
2819,386580
2820,224880
2821,122830
2822,266470
2823,285130
2824,019550
2825,221980
2826,004890
2827,000590
2828,036830
2829,024880
2830,286750
2831,011000
2832,058730
2833,039340
2834,014620
2835,060250
2836,015260
2837,007590
2838,009810
2839,081150
2840,353590
2841,021050
2842,237820
2843,002630
2844,065530
2845,003310
2846,017000
2847,034940
2848,054620
2849,085910
2850,003460
2851,130740
2852,215380
2853,225860
2854,058420
2855,091340
2856,017510
2857,027410
2858,045520
2859,025540
2860,071850
2861,073540
2862,048870
2863,011080
2864,081580
2865,223250
2866,033250
2867,338100
2868,012170
2869,344860
2870,223220
2871,302440
2872,041460
2873,005850
2874,337840
2875,326030
2876,178780
2877,000220
2878,016800
2879,038680
2880,109070
2881,050890
2882,082800
2883,080420
2884,010420
2885,037370
2886,115530
2887,331920
2888,300720
2889,094940
2890,042040
2891,011070
2892,096240
2893,397500
2894,131030
2895,017680
2896,003610
2897,139670
2898,003490
2899,085370
2900,101170
2901,176750
2902,010580
2903,069110
2904,215480
2905,004980
2906,018470
2907,048830
2908,031310
2909,101160
2910,007370
2911,010040
2912,049470
2913,049720
2914,020560
2915,030520
2916,026910
2917,069410
2918,016600
2919,033430
2920,064760
2921,131180
2922,000040
2923,054630
2924,089850
2925,030610
2926,089230
2927,036490
2928,052770
2929,400560
2930,090430
2931,006840
2932,066590
2933,002900
2934,042500
2935,065650
2936,316140
2937,102120
2938,032040
2939,007690
2940,200350
2941,068400
2942,054780
2943,002230
2944,004370
2945,171010
2946,393360
2947,226350
2948,003620
2949,006220
2950,004090
2951,313750
2952,317320
2953,027580
2954,090710
2955,054210
2956,033640
2957,095500
2958,000390
2959,096350
2960,145270
2961,174880
2962,064350
2963,010050
2964,093230
2965,012620
2966,006880
2967,042700
2968,307180
2969,057050
2970,017370
2971,086520
2972,300080
2973,000080
2974,006340
2975,013720
2976,141020
2977,003690
2978,298050
2979,247540
2980,044180
2981,035620
2982,045100
2983,024810
2984,039240
2985,056360
2986,010690
2987,036120
2988,002240
2989,357230
2990,042110
2991,035720
2992,094840
2993,032960
2994,142210
2995,001080
2996,044060
2997,066980
2998,046970
2999,032790
3000,051310
3001,006360
3002,086250
3003,089530
3004,020710
3005,215000
3006,016740
3007,094190
3008,036630
3009,052690
3010,150840
3011,323410
3012,100030
3013,260870
3014,004000
3015,068240
3016,148140
3017,033790
3018,003240
3019,010960
3020,011930
3021,222040
3022,013700
3023,086790
3024,047050
3025,144510
3026,005830
3027,017390
3028,006660
3029,224810
3030,265520
3031,267290
3032,088800
3033,045340
3034,122350
3035,073070
3036,082920
3037,158300
3038,070590
3039,001630
3040,011690
3041,021080
3042,107590
3043,069730
3044,272110
3045,036580
3046,071050
3047,005490
3048,005380
3049,007640
3050,079550
3051,031390
3052,012630
3053,101680
3054,001290
3055,065420
3056,058860
3057,014440
3058,072770
3059,009140
3060,009190
3061,139990
3062,196450
3063,097950
3064,003800
3065,023460
3066,011280
3067,152550
3068,127710
3069,180400
3070,007700
3071,017670
3072,035420
3073,017800
3074,011790
3075,038060
3076,051500
3077,078000
3078,151910
3079,036170
3080,108380
3081,263540
3082,035510
3083,009320
3084,057540
3085,106520
3086,047560
3087,043370
3088,101400
3089,282330
3090,266170
3091,035760
3092,003550
3093,043610
3094,158310
3095,196700
3096,121440
3097,018000
3098,000060
3099,001790
3100,003300
3101,227420
3102,267980
3103,015360
3104,070300
3105,006910
3106,102280
3107,241520
3108,226360
3109,222420
3110,011760
3111,086670
3112,123010
3113,002000
3114,017250
3115,031990
3116,121890
3117,114450
3118,031510
3119,057680
3120,138360
3121,203690
3122,145210
3123,002710
3124,038340
3125,243870
3126,092200
3127,119860
3128,035250
3129,020760
3130,010170
3131,016360
3132,267250
3133,134580
3134,137310
3135,009240
3136,331380
3137,053350
3138,114570
3139,321260
3140,006140
3141,051630
3142,064240
3143,053590
3144,067080
3145,003000
3146,095570
3147,016100
3148,219750
3149,008560
3150,065940
3151,023900
3152,377450
3153,221670
3154,084370
3155,047080
3156,093320
3157,210980
3158,084440
3159,052420
3160,023160
3161,333430
3162,000020
3163,079650
3164,001620
3165,039020
3166,025870
3167,008250
3168,109960
3169,003060
3170,014940
3171,007460
3172,001130
3173,004410
3174,066410
3175,156100
3176,008420
3177,035290
3178,045390
3179,001470
3180,263600
3181,067160
3182,063080
3183,219550
3184,121800
3185,051900
3186,003530
3187,003670
3188,115610
3189,000720
3190,023770
3191,066700
3192,124500
3193,002350
3194,092600
3195,091440
3196,080470
3197,002140
3198,253610
3199,205500
3200,062860
3201,000860
3202,011300
3203,063440
3204,123330
3205,033340
3206,311690
3207,323990
3208,047310
3209,008770
3210,013000
3211,007330
3212,005420
3213,354200
3214,009410
3215,033600
3216,203400
3217,025340
3218,094360
3219,063570
3220,214450
3221,005960
3222,169670
3223,100660
3224,214320
3225,021040
3226,332370
3227,322970
3228,024910
3229,307070
3230,089890
3231,013340
3232,337930
3233,079440
3234,025860
3235,033240
3236,129890
3237,085660
3238,299030
3239,031430
3240,058470
3241,110990
3242,183190
3243,242040
3244,330590
3245,067290
3246,026040
3247,079170
3248,002810
3249,241590
3250,006060
3251,066930
3252,053110
3253,041650
3254,111870
3255,003680
3256,104480
3257,020120
3258,002680
3259,004270
3260,016610
3261,064820
3262,119850
3263,004590
3264,002270
3265,248020
3266,230240
3267,012750
3268,330990
3269,340120
3270,139130
3271,001210
3272,000680
3273,069960
3274,102940
3275,080530
3276,299480
3277,006370
3278,084870
3279,004560
3280,126700
3281,140860
3282,039110
3283,352480
3284,008500
3285,058610
3286,002450
3287,131760
3288,317860
3289,080440
3290,388800
3291,133750
3292,351330
3293,195870
3294,016140
3295,099190
3296,039560
3297,019680
3298,033200
3299,086980
3300,053450
3301,044780
3302,027390
3303,053280
3304,006570
3305,016670
3306,038540
3307,095340
3308,023350
3309,153460
3310,123420
3311,007570
3312,042520
3313,010470
3314,263750
3315,317530
3316,088260
3317,287410
3318,065680
3319,198940
3320,044990
3321,000120
3322,011040
3323,002220
3324,001540
3325,159910
3326,004910
3327,016920
3328,080220
3329,079980
3330,007610
3331,067900
3332,115180
3333,096690
3334,071840
3335,009780
3336,291650
3337,004150
3338,293940
3339,103590
3340,219130
3341,309930
3342,272450
3343,047730
3344,096610
3345,023810
3346,030350
3347,067370
3348,038950
3349,014200
3350,068290
3351,060570
3352,044960
3353,194370
3354,050320
3355,020180
3356,046120
3357,327970
3358,099320
3359,101490
3360,354230
3361,100130
3362,054220
3363,073640
3364,144960
3365,137950
3366,053950
3367,204990
3368,289220
