,정규직수
2970,3
2971,832
2972,367
2973,5
2974,2
2975,126
2976,31
2977,59
2978,4
2979,120
2980,20
2981,44
2982,26
2983,14
2984,10
2985,4
2986,6
2987,122
2988,72
2989,389
2990,237
2991,40
2992,18
2993,9
2994,13
2995,25
2996,9
2997,50
2998,4
2999,23
3000,8
3001,256
3002,26
3003,24
3004,3
3005,1435
3006,1603
3007,251
3008,3
3009,11
3010,3
3011,61
3012,4
3013,107
3014,6
3015,209
3016,28
3017,62
3018,13
3019,107
3020,38
3021,61
3022,25
3023,21
3024,11
3025,165
3026,14
3027,4
3028,2
3029,7
3030,1
3031,11
3032,41
3033,157
3034,35
3035,14
3036,2
3037,26
3038,47
3039,100
3040,36
3041,97
3042,24
3043,101
3044,24
3045,59
3046,31
3047,35
3048,4
3049,19
3050,15
3051,69
3052,15
3053,128
3054,108
3055,44
3056,33
3057,85
3058,266
3059,22
3060,23
3061,25
3062,33
3063,158
3064,120
3065,558
3066,190
3067,126
3068,12
3069,752
3070,402
3071,309
3072,26
3073,5
3074,4
3075,33
3076,2
3077,15
3078,11
3079,28
3080,4
3081,50
3082,71
3083,222
3084,47
3085,33
3086,12
3087,4
3088,13
3089,4
3090,1
3091,182
3092,171
3093,124
3094,8
3095,204
3096,10
3097,106
3098,8
3099,211
3100,174
3101,234
3102,14
3103,146
3104,9
3105,218
3106,173
3107,192
3108,31
3109,18
3110,7
3111,0
3112,95
3113,35
3114,62
3115,50
3116,4
3117,2
3118,3
3119,8
3120,30
3121,9
3122,3
3123,6
3124,87
3125,14
3126,173
3127,13
3128,4
3129,9
3130,1208
3131,306
3132,76
3133,19
3134,2
3135,1
3136,2
3137,5
3138,3
3139,190
3140,185
3141,17
3142,11
3143,87
3144,60
3145,5
3146,4
3147,270
3148,268
3149,252
3150,26
3151,61
3152,2
3153,74
3154,18
3155,130
3156,123
3157,17
3158,4
3159,52
3160,17
3161,64
3162,11
3163,55
3164,8
3165,16
3166,38
3167,27
3168,329
3169,344
3170,324
3171,43
3172,0
3173,0
3174,140
3175,72
3176,150
3177,18
3178,41
3179,1
3180,148
3181,16
3182,306
3183,9
3184,72
3185,9
3186,242
3187,20
3188,12
3189,11
3190,448
3191,31
3192,137
3193,7
3194,187
3195,52
3196,8
3197,3
3198,187
3199,52
3200,86
3201,18
3202,225
3203,4
3204,142
3205,0
3206,45
3207,2
3208,113
3209,7
3210,6583
3211,975
3212,1650
3213,373
3214,162
3215,58
3216,760
3217,288
3218,4158
3219,426
3220,600
3221,218
3222,661
3223,820
3224,986
3225,325
3226,6405
3227,1789
3228,609
3229,266
3230,396
3231,420
3232,277
3233,128
3234,1282
3235,814
3236,2836
3237,2290
3238,2086
3239,809
3240,1893
3241,392
3242,560
3243,174
3244,932
3245,247
3246,592
3247,237
3248,307
3249,104
3250,175
3251,20
3252,2042
3253,654
3254,247
3255,101
3256,756
3257,286
3258,9590
3259,3024
3260,1803
3261,307
3262,1208
3263,110
3264,597
3265,121
3266,3198
3267,1201
3268,1157
3269,301
3270,2288
3271,594
3272,2359
3273,603
3274,9002
3275,2699
3276,10119
3277,2101
3278,19966
3279,7684
3280,36806
3281,15134
3282,8312
3283,2237
3284,75203
3285,27156
3286,137
3287,63
3288,9530
3289,368
3290,19
3291,1
3292,592
3293,505
3294,75
3295,15
3296,59
3297,13
3298,61
3299,35
3300,517
3301,361
3302,51
3303,156
3304,20
3305,17
3306,1244
3307,598
3308,3241
3309,2322
3310,100
3311,2
3312,59
3313,6
3314,58
3315,15
3316,234
3317,59
3318,694
3319,148
3320,292
3321,47
3322,65
3323,36
3324,820
3325,623
3326,10
3327,2
3328,22
3329,15
3330,16
3331,5
3332,24
3333,3
3334,22
3335,4
3336,7
3337,2
3338,3
3339,1
3340,2
3341,1
3342,9
3343,0
3344,115
3345,33
3346,176
3347,98
3348,416
3349,23
3350,68
3351,48
3352,48
3353,18
3354,76
3355,6
3356,25
3357,1
3358,191
3359,79
3360,316
3361,298
3362,18
3363,6
3364,14
3365,2
3366,11
3367,0
3368,13
3369,0
3370,112
3371,5
3372,414
3373,22
3374,267
3375,2
3376,554
3377,54
3378,61
3379,16
3380,81
3381,9
3382,55
3383,2
3384,23
3385,1
3386,173
3387,3
3388,34
3389,1
3390,261
3391,145
3392,207
3393,12
3394,62
3395,8
3396,120
3397,12
3398,10
3399,3
3400,55
3401,8
3402,25
3403,3
3404,36
3405,12
3406,25
3407,6
3408,485
3409,195
3410,279
3411,86
3412,543
3413,44
3414,168
3415,36
3416,127
3417,30
3418,699
3419,43
3420,28
3421,13
3422,55
3423,1
3424,315
3425,9
3426,13
3427,12
3428,175
3429,15
3430,223
3431,240
3432,12
3433,2
3434,88
3435,18
3436,443
3437,139
3438,785
3439,68
3440,239
3441,14
3442,81
3443,48
3444,57
3445,9
3446,77
3447,0
3448,18
3449,6
3450,169
3451,12
3452,70
3453,13
3454,42
3455,16
3456,8
3457,1
3458,0
3459,0
3460,5
3461,11
3462,608
3463,52
3464,167
3465,36
3466,20
3467,5
3468,67
3469,36
3470,452
3471,119
3472,7
3473,8
3474,4
3475,4
3476,16
3477,2
3478,77
3479,9
3480,98
3481,5
3482,685
3483,449
3484,307
3485,5
3486,51
3487,10
3488,119
3489,102
3490,3
3491,19
3492,1
3493,1
3494,325
3495,296
3496,264
3497,30
3498,5
3499,3
3500,68
3501,19
3502,43
3503,12
3504,20
3505,4
3506,171
3507,175
3508,12
3509,1
3510,20
3511,7
3512,520
3513,277
3514,62
3515,13
3516,131
3517,3
3518,23
3519,0
3520,769
3521,171
3522,221
3523,10
3524,9
3525,12
3526,0
3527,0
3528,460
3529,33
3530,1
3531,3
3532,1
3533,7
3534,12
3535,3
3536,1
3537,321
3538,80
3539,123
3540,126
3541,471
3542,124
3543,247
3544,118
3545,105
3546,90
3547,23
3548,1
3549,293
3550,121
3551,47
3552,96
3553,64
3554,19
3555,137
3556,57
3557,135
3558,9
3559,194
3560,111
3561,62
3562,20
3563,95
3564,14
3565,0
3566,0
3567,96
3568,41
3569,130
3570,9
3571,7
3572,24
3573,4
3574,240
3575,9
3576,320
3577,24
3578,34
3579,12
3580,241
3581,10
3582,95
3583,15
3584,220
3585,94
3586,232
3587,65
3588,39
3589,4
3590,116
3591,48
3592,516
3593,85
3594,69
3595,14
3596,131
3597,29
3598,26
3599,110
3600,49
3601,164
3602,19
3603,12
3604,9
3605,15
3606,14
3607,194
3608,22
3609,219
3610,41
3611,69
3612,6
3613,9
3614,4
3615,73
3616,19
3617,243
3618,9
3619,12
3620,3
3621,278
3622,13
3623,19
3624,4
3625,80
3626,25
3627,124
3628,20
3629,579
3630,34
3631,35
3632,11
3633,20
3634,2
3635,97
3636,13
3637,97
3638,9
3639,43
3640,77
3641,1439
3642,34
3643,90
3644,4
3645,27
3646,6
3647,53
3648,7
3649,43
3650,0
3651,32
3652,7
3653,121
3654,108
3655,50
3656,13
3657,18
3658,14
3659,141
3660,13
3661,133
3662,49
3663,1807
3664,208
3665,67
3666,9
3667,3
3668,4
3669,31
3670,3
3671,2
3672,11
3673,4
3674,2
3675,18
3676,5
3677,597
3678,57
3679,344
3680,46
3681,493
3682,402
3683,30
3684,1479
3685,46
3686,659
3687,20
3688,14
3689,5
3690,1170
3691,48
3692,275
3693,11
3694,41
3695,18
3696,9
3697,4
3698,28
3699,16
3700,1
3701,0
3702,25
3703,2
3704,83
3705,117
3706,92
3707,43
3708,471
3709,14
3710,267
3711,53
3712,220
3713,10
3714,122
3715,69
3716,3
3717,1
3718,823
3719,13
3720,26
3721,1
3722,29
3723,8
3724,22
3725,12
3726,18
3727,56
3728,233
3729,47
3730,24
3731,12
3732,89
3733,95
3734,2
3735,1
3736,116
3737,108
3738,252
3739,5
3740,27
3741,15
3742,577
3743,417
3744,23
3745,3
3746,199
3747,20
3748,13
3749,18
3750,19
3751,2
3752,11
3753,9
3754,11
3755,6
3756,38
3757,4
3758,11
3759,6
3760,11
3761,2
3762,21
3763,0
3764,46
3765,6
3766,40
3767,23
3768,14
3769,7
3770,5
3771,5
3772,30
3773,31
3774,97
3775,20
3776,29
3777,19
3778,116
3779,30
3780,15
3781,13
3782,117
3783,91
3784,260
3785,342
3786,625
3787,288
3788,40
3789,88
3790,2
3791,1
3792,4
3793,383
3794,158
3795,19
3796,8
3797,9
3798,18
3799,3
3800,15
3801,32
3802,19
3803,44
3804,42
3805,121
3806,23
3807,61
3808,12
3809,40
3810,6
3811,1
3812,62
3813,33
3814,88
3815,45
3816,128
3817,26
3818,8
3819,3
3820,829
3821,101
3822,602
3823,57
3824,20
3825,22
3826,59
3827,27
3828,96
3829,6
3830,36
3831,4
3832,44
3833,11
3834,32
3835,18
3836,8
3837,25
3838,4
3839,13
3840,0
3841,473
3842,14
3843,9
3844,0
3845,58
3846,30
3847,27
3848,2
3849,23
3850,12
3851,117
3852,25
3853,17
3854,11
3855,142
3856,91
3857,9
3858,5
3859,5
3860,50
3861,10
3862,134
3863,12
3864,34
3865,3
3866,1
3867,3
3868,66
3869,11
3870,21
3871,34
3872,5
3873,1
3874,173
3875,29
3876,22
3877,10
3878,39
3879,49
3880,47
3881,58
3882,27
3883,37
3884,24
3885,2
3886,3
3887,11
3888,0
3889,2
3890,40
3891,6
3892,25
3893,3
3894,47
3895,7
3896,16
3897,0
3898,58
3899,28
3900,4
3901,4
3902,224
3903,100
3904,122
3905,70
3906,14
3907,6
3908,52
3909,24
3910,58
3911,8
3912,61
3913,9
3914,47
3915,16
3916,42
3917,9
3918,28
3919,4
3920,49
3921,25
3922,34
3923,6
3924,83
3925,12
3926,21
3927,3
3928,74
3929,7
3930,28
3931,5
3932,284
3933,30
3934,30
3935,2
3936,150
3937,17
3938,616
3939,87
3940,123
3941,26
3942,2
3943,3
3944,1
3945,2
3946,2
3947,72
3948,98
3949,23
3950,28
3951,100
3952,3
3953,181
3954,92
3955,152
3956,22
3957,155
3958,30
3959,249
3960,25
3961,33
3962,7
3963,87
3964,129
3965,219
3966,169
3967,65
3968,36
3969,850
3970,1875
3971,443
3972,99
3973,32
3974,4
3975,58
3976,39
3977,36
3978,11
3979,444
3980,34
3981,49
3982,14
3983,70
3984,158
3985,34
3986,17
3987,306
3988,1027
3989,51
3990,67
3991,2258
3992,2554
3993,8
3994,1
3995,193
3996,88
3997,111
3998,2
3999,204
4000,437
4001,125
4002,137
4003,45
4004,14
4005,43
4006,29
4007,38
4008,10
4009,91
4010,61
4011,275
4012,241
4013,25
4014,25
4015,1
4016,0
4017,43
4018,7
4019,38
4020,0
4021,0
4022,0
4023,110
4024,15
4025,212
4026,107
4027,161
4028,17
4029,22
4030,8
4031,22
4032,3
4033,83
4034,0
4035,2
4036,532
4037,224
4038,156
4039,12
4040,32
4041,2
4042,538
4043,374
4044,249
4045,49
4046,517
4047,327
4048,585
4049,688
4050,24
4051,10
4052,0
4053,7148
4054,5941
4055,0
4056,0
4057,0
4058,0
4059,124
4060,28
4061,1409
4062,1037
4063,71
4064,23
4065,52
4066,35
4067,288
4068,69
4069,73
4070,17
4071,170
4072,48
4073,59
4074,6
4075,10
4076,308
4077,136
4078,88
4079,89
4080,1877
4081,461
4082,13
4083,5
4084,2
4085,9
4086,175
4087,15
4088,16
4089,11
4090,119
4091,76
4092,1082
4093,43
4094,4867
4095,105
4096,23
4097,187
4098,41
4099,17
4100,15
4101,41
4102,23
4103,45
4104,10
4105,28
4106,5
4107,60
4108,103
4109,24
4110,13
4111,8
4112,11
4113,4
4114,6
4115,2
4116,14
4117,1
4118,56
4119,63
4120,11
4121,19
4122,17
4123,43
4124,5
4125,186
4126,33
4127,8
4128,9
4129,34
4130,7
4131,107
4132,17
4133,184
4134,22
4135,7
4136,4
4137,134
4138,31
4139,10
4140,7
4141,2
4142,17
4143,1
4144,10
4145,26
4146,6
4147,88
4148,6
4149,5
4150,6
4151,47
4152,6
4153,62
4154,30
4155,89
4156,21
4157,27
4158,5
4159,39
4160,13
4161,2013
4162,1518
4163,20
4164,7
4165,65
4166,4
4167,6
4168,2
4169,3
4170,1
4171,58
4172,7
4173,51
4174,17
4175,1
4176,1
4177,3
4178,48
4179,8
4180,226
4181,388
4182,76
4183,84
4184,28
4185,26
4186,14
4187,16
4188,4
4189,26
4190,62
4191,36
4192,7
4193,3
4194,69
4195,39
4196,21
4197,8
4198,75
4199,37
4200,27
4201,14
4202,52
4203,72
4204,27
4205,13
4206,5
4207,6
4208,4
4209,6
4210,151
4211,11
4212,2
4213,32
4214,3
4215,109
4216,26
4217,62
4218,50
4219,17
4220,5
4221,34
4222,33
4223,11
4224,43
4225,8
4226,16
4227,30
4228,27
4229,41
4230,41
4231,33
4232,16
4233,52
4234,101
4235,20
4236,148
4237,78
4238,12
4239,1
4240,17
4241,17
4242,110
4243,14
4244,2
4245,0
4246,13
4247,1
4248,2
4249,5
4250,5
4251,2
4252,7
4253,3
4254,36
4255,20
4256,7
4257,3
4258,3
4259,10
4260,8
4261,21
4262,5
4263,0
4264,3
4265,1
4266,42
4267,9
4268,67
4269,11
4270,20
4271,2
4272,53
4273,11
4274,41
4275,22
4276,758
4277,2769
4278,1200
4279,1122
4280,75
4281,45
4282,532
4283,344
4284,14
4285,10
4286,3
4287,3
4288,116
4289,51
4290,349
4291,17
4292,452
4293,62
4294,65
4295,339
4296,50
4297,29
4298,40
4299,17
4300,21
4301,4
4302,34
4303,6
4304,87
4305,68
4306,7
4307,0
4308,12
4309,1
4310,12
4311,2
4312,461
4313,22
4314,245
4315,8
4316,224
4317,14
4318,29
4319,48
4320,18
4321,5
4322,229
4323,12
4324,16
4325,12
4326,2
4327,2
4328,1
4329,105
4330,67
4331,43
4332,26
4333,313
4334,89
4335,4012
4336,4632
4337,15
4338,29
4339,12
4340,39
4341,6
4342,22
4343,20
4344,14
4345,34
4346,22
4347,297
4348,66
4349,159
4350,22
4351,12
4352,0
4353,294
4354,105
4355,4
4356,14
4357,0
4358,0
4359,21
4360,4
4361,45
4362,16
4363,21
4364,1
4365,26
4366,4
4367,60
4368,27
4369,97
4370,102
4371,36
4372,28
4373,76
4374,49
4375,375
4376,246
4377,277
4378,23
4379,270
4380,22
4381,70
4382,22
4383,91
4384,5
4385,33
4386,14
4387,593
4388,161
4389,217
4390,14
4391,246
4392,22
4393,10
4394,18
4395,6
4396,16
4397,10
4398,2
4399,56
4400,3
4401,22
4402,14
4403,130
4404,48
4405,0
4406,38
4407,8
4408,95
4409,10
4410,91
4411,27
4412,33
4413,7
4414,6
4415,2
4416,523
4417,85
4418,65
4419,5
4420,73
4421,1
4422,15
4423,18
4424,12
4425,2
4426,15
4427,15
4428,18
4429,8
4430,74
4431,7
4432,19
4433,2
4434,34
4435,20
4436,46
4437,33
4438,14
4439,14
4440,117
4441,10
4442,122
4443,80
4444,38
4445,13
4446,262
4447,65
4448,34
4449,108
4450,33
4451,8
4452,270
4453,44
4454,79
4455,9
4456,5
4457,1
4458,17
4459,5
4460,41
4461,14
4462,8
4463,4
4464,175
4465,12
4466,119
4467,8
4468,333
4469,6
4470,66
4471,15
4472,106
4473,16
4474,22
4475,10
4476,287
4477,105
4478,2
4479,0
4480,0
4481,385
4482,88
4483,905
4484,195
4485,8
4486,2
4487,3
4488,4
4489,23
4490,19
4491,19
4492,6
4493,0
4494,0
4495,264
4496,20
4497,82
4498,59
4499,27
4500,24
4501,440
4502,133
4503,141
4504,47
4505,45
4506,35
4507,140
4508,40
4509,22
4510,6
4511,205
4512,187
4513,139
4514,84
4515,4
4516,1
4517,90
4518,61
4519,28
4520,29
4521,112
4522,7
4523,253
4524,74
4525,90
4526,30
4527,1
4528,1
4529,7
4530,7
4531,8
4532,3
4533,119
4534,35
4535,13
4536,2
4537,40
4538,32
4539,218
4540,26
4541,294
4542,185
4543,239
4544,26
4545,199
4546,36
4547,42
4548,39
4549,0
4550,0
4551,27
4552,22
4553,4
4554,3
4555,0
4556,228
4557,145
4558,0
4559,126
4560,44
4561,160
4562,46
4563,35
4564,30
4565,31
4566,25
4567,43
4568,4
4569,73
4570,21
4571,108
4572,21
4573,24
4574,31
4575,11
4576,0
4577,24
4578,2
4579,231
4580,19
4581,6
4582,1
4583,51
4584,6
4585,19
4586,4
4587,18
4588,40
4589,10
4590,5
4591,2
4592,0
4593,5
4594,118
4595,157
4596,140
4597,40
4598,30
4599,14
4600,71
4601,42
4602,45
4603,7
4604,2
4605,2
4606,91
4607,7
4608,312
4609,79
4610,56
4611,3
4612,22
4613,4
4614,18
4615,7
4616,235
4617,8
4618,68
4619,98
4620,81
4621,5
4622,12
4623,5
4624,13
4625,7
4626,66
4627,3
4628,12
4629,20
4630,141
4631,198
4632,2
4633,4
4634,144
4635,23
4636,369
4637,36
4638,10
4639,11
4640,112
4641,11
4642,56
4643,9
4644,230
4645,110
4646,559
4647,269
4648,39
4649,16
4650,683
4651,62
4652,642
4653,31
4654,262
4655,92
4656,173
4657,14
4658,145
4659,21
4660,81
4661,20
4662,404
4663,1103
4664,25
4665,6
4666,46
4667,10
4668,58
4669,1
4670,11
4671,3
4672,41
4673,8
4674,6
4675,0
4676,2
4677,2
4678,59
4679,14
4680,8
4681,2
4682,9
4683,4
4684,544
4685,9
4686,69
4687,3
4688,613
4689,12
4690,149
4691,12
4692,1
4693,3
4694,198
4695,53
4696,1745
4697,204
4698,177
4699,70
4700,18
4701,36
4702,144
4703,56
4704,42
4705,62
4706,11
4707,3
4708,220
4709,21
4710,204
4711,67
4712,314
4713,42
4714,9
4715,10
4716,4570
4717,342
4718,951
4719,98
4720,213
4721,11
4722,113
4723,3
4724,5
4725,22
4726,10
4727,13
4728,3
4729,6
4730,1
4731,34
4732,4
4733,82
4734,1
4735,0
4736,14
4737,5
4738,17
4739,4
4740,3
4741,3
4742,2
4743,1
4744,42
4745,3
4746,3
4747,616
4748,71
4749,1466
4750,181
4751,398
4752,43
4753,70
4754,12
4755,40
4756,4
4757,98
4758,7
4759,1
4760,1965
4761,228
4762,563
4763,42
4764,670
4765,30
4766,390
4767,152
4768,268
4769,71
4770,2
4771,933
4772,74
4773,99
4774,9
4775,124
4776,12
4777,175
4778,33
4779,91
4780,58
4781,271
4782,62
4783,7608
4784,1054
4785,114
4786,45
4787,27
4788,4
4789,38
4790,5
4791,20
4792,2
4793,0
4794,0
4795,246
4796,18
4797,68
4798,36
4799,4
4800,4
4801,68
4802,16
4803,9
4804,5
4805,46
4806,12
4807,2
4808,4
4809,78
4810,44
4811,138
4812,1
4813,341
4814,82
4815,151
4816,15
4817,20
4818,3
4819,259
4820,175
4821,281
4822,103
4823,134
4824,84
4825,108
4826,21
4827,11
4828,9
4829,572
4830,467
4831,32
4832,3
4833,28
4834,9
4835,15
4836,3
4837,45
4838,18
4839,64
4840,13
4841,87
4842,42
4843,4
4844,2
4845,1
4846,161
4847,184
4848,22
4849,26
4850,1
4851,3
4852,6
4853,3
4854,2
4855,4
4856,71
4857,5
4858,131
4859,48
4860,145
4861,60
4862,117
4863,34
4864,393
4865,142
4866,308
4867,35
4868,66
4869,12
4870,16
4871,6
4872,17
4873,7
4874,12
4875,4
4876,5
4877,5
4878,2
4879,318
4880,36
4881,39
4882,9
4883,67
4884,13
4885,79
4886,4
4887,6
4888,6
4889,20
4890,7
4891,15
4892,4
4893,11
4894,191
4895,42
4896,32
4897,6
4898,4
4899,5
4900,101
4901,35
4902,73
4903,11
4904,43
4905,7
4906,5
4907,4
4908,37
4909,26
4910,112
4911,14
4912,5
4913,0
4914,59
4915,70
4916,378
4917,13
4918,51
4919,7
4920,70
4921,12
4922,10
4923,1
4924,57
4925,5
4926,54
4927,3
4928,21
4929,3
4930,28
4931,7
4932,12
4933,8
4934,10
4935,2
4936,1
4937,6
4938,393
4939,199
4940,71
4941,107
4942,90
4943,44
4944,49
4945,15
4946,34
4947,61
4948,28
4949,7
4950,3
4951,3
4952,16
4953,4
4954,58
4955,1
4956,16
4957,3
4958,57
4959,39
4960,30
4961,14
4962,6
4963,3
4964,127
4965,220
4966,14
4967,23
4968,16
4969,12
4970,5
4971,19
4972,5
4973,22
4974,9
4975,39
4976,5
4977,3
4978,1
4979,41
4980,2
4981,12
4982,10
4983,148
4984,19
4985,49
4986,117
4987,30
4988,2
4989,52
4990,1
4991,7
4992,4
4993,13
4994,1
4995,106
4996,21
4997,79
4998,14
4999,170
5000,22
5001,8
5002,2
5003,683
5004,31
5005,73
5006,16
5007,589
5008,29
5009,48
5010,7
5011,65
5012,52
5013,20
5014,17
5015,0
5016,0
5017,335
5018,186
5019,64
5020,78
5021,20
5022,3
5023,14
5024,0
5025,110
5026,10
5027,87
5028,7
5029,61
5030,16
5031,28
5032,14
5033,19
5034,13
5035,7
5036,1
5037,12
5038,5
5039,12
5040,7
5041,6
5042,0
5043,6
5044,4
5045,17
5046,9
5047,155
5048,37
5049,34
5050,8
5051,17
5052,6
5053,129
5054,24
5055,7
5056,14
5057,14
5058,2
5059,395
5060,10
5061,18
5062,10
5063,25
5064,13
5065,73
5066,31
5067,586
5068,439
5069,1709
5070,577
5071,2295
5072,1016
5073,72
5074,16
5075,75
5076,63
5077,154
5078,140
5079,42
5080,2
5081,3
5082,3
5083,2
5084,33
5085,5
5086,55
5087,2
5088,11
5089,1
5090,51
5091,0
5092,13
5093,3
5094,0
5095,0
5096,175
5097,60
5098,625
5099,290
5100,12
5101,2
5102,79
5103,15
5104,4
5105,1
5106,9
5107,4
5108,4
5109,1
5110,15
5111,9
5112,42
5113,8
5114,92
5115,12
5116,40
5117,1
5118,2
5119,1
5120,1
5121,8
5122,13
5123,17
5124,27
5125,9
5126,4
5127,15
5128,10
5129,30
5130,32
5131,8
5132,186
5133,41
5134,75
5135,9
5136,3
5137,1
5138,216
5139,27
5140,265
5141,12
5142,29
5143,3
5144,18
5145,6
5146,9
5147,6
5148,14
5149,1
5150,43
5151,13
5152,308
5153,163
5154,212
5155,23
5156,5
5157,4
5158,16
5159,1
5160,10
5161,4
5162,7
5163,9
5164,424
5165,57
5166,70
5167,34
5168,4
5169,2
5170,1
5171,1180
5172,46
5173,1793
5174,175
5175,621
5176,70
5177,448
5178,54
5179,39
5180,3
5181,40
5182,3
5183,237
5184,32
5185,399
5186,40
5187,1745
5188,506
5189,740
5190,229
5191,713
5192,261
5193,964
5194,287
5195,196
5196,97
5197,45
5198,6
5199,488
5200,7
5201,121
5202,18
5203,45
5204,7
5205,11
5206,5
5207,82
5208,6
5209,56
5210,21
5211,119
5212,31
5213,25
5214,6
5215,12
5216,4
5217,1
5218,2
5219,4
5220,40
5221,18
5222,304
5223,122
5224,79
5225,49
5226,6
5227,2
5228,9
5229,2
5230,8
5231,0
5232,301
5233,102
5234,236
5235,13
5236,5
5237,8
5238,12
5239,11
5240,131
5241,40
5242,193
5243,25
5244,15
5245,2
5246,12
5247,4
5248,4
5249,2
5250,45
5251,6
5252,5
5253,1
5254,0
5255,0
5256,107
5257,16
5258,141
5259,87
5260,250
5261,18
5262,685
5263,561
5264,1021
5265,35
5266,25
5267,43
5268,8
5269,17
5270,1
5271,6
5272,0
5273,280
5274,8
5275,230
5276,46
5277,254
5278,6
5279,128
5280,259
5281,5
5282,5
5283,471
5284,144
5285,591
5286,62
5287,38
5288,10
5289,19
5290,3
5291,71
5292,2
5293,45
5294,0
5295,7
5296,91
5297,7
5298,3
5299,168
5300,21
5301,63
5302,3
5303,25
5304,1
5305,193
5306,10
5307,37
5308,4
5309,19
5310,6
5311,36
5312,26
5313,161
5314,13
5315,8
5316,2
5317,14
5318,0
5319,134
5320,6
5321,43
5322,44
5323,1
5324,0
5325,34
5326,6
5327,1
5328,0
5329,710
5330,577
5331,39
5332,202
5333,1
5334,159
5335,287
5336,0
5337,0
5338,278
5339,25
5340,7
5341,1
5342,203
5343,16
5344,5
5345,3
5346,19
5347,14
5348,1
5349,10
5350,6
5351,1
5352,5
5353,5
5354,36
5355,114
5356,35
5357,13
5358,48
5359,18
5360,120
5361,28
5362,141
5363,87
5364,1079
5365,1968
5366,274
5367,470
5368,59
5369,70
5370,66
5371,16
5372,212
5373,8
5374,193
5375,0
5376,11
5377,0
5378,83
5379,5
5380,169
5381,3
5382,35
5383,68
5384,24
5385,7
5386,4
5387,1
5388,9
5389,4
5390,60
5391,48
5392,49
5393,10
5394,397
5395,141
5396,528
5397,80
5398,307
5399,260
5400,6
5401,1
5402,130
5403,184
5404,113
5405,50
5406,122
5407,20
5408,132
5409,174
5410,63
5411,10
5412,99
5413,7
5414,25
5415,10
5416,44
5417,30
5418,435
5419,9
5420,1355
5421,274
5422,185
5423,114
5424,62
5425,4
5426,103
5427,71
5428,73
5429,19
5430,17
5431,10
5432,14
5433,8
5434,84
5435,11
5436,200
5437,11
5438,129
5439,11
5440,3
5441,0
5442,12
5443,4
5444,9
5445,8
5446,35
5447,26
5448,13
5449,25
5450,75
5451,22
5452,75
5453,53
5454,235
5455,106
5456,13
5457,6
5458,29
5459,5
5460,52
5461,8
5462,56
5463,42
5464,4
5465,3
5466,32
5467,22
5468,13
5469,9
5470,17
5471,4
5472,410
5473,259
5474,121
5475,11
5476,80
5477,7
5478,81
5479,13
5480,18
5481,16
5482,13
5483,2
5484,207
5485,24
5486,118
5487,16
5488,30
5489,9
5490,4
5491,0
5492,9
5493,2
5494,17
5495,7
5496,0
5497,1603
5498,427
5499,159
5500,182
5501,18
5502,2
5503,99
5504,22
5505,2
5506,1
5507,73
5508,38
5509,35
5510,12
5511,43
5512,8
5513,121
5514,51
5515,54
5516,30
5517,48
5518,1
5519,279
5520,133
5521,33
5522,5
5523,36
5524,2
5525,23
5526,11
5527,8
5528,4
5529,131
5530,9
5531,1
5532,4
5533,1
5534,3
5535,9
5536,6
5537,4
5538,98
5539,28
5540,21
5541,7
5542,269
5543,14
5544,29
5545,36
5546,11
5547,2
5548,19
5549,12
5550,62
5551,4
5552,20
5553,4
5554,6636
5555,7655
5556,72
5557,14
5558,46
5559,19
5560,46
5561,32
5562,304
5563,192
5564,118
5565,9
5566,100
5567,10
5568,234
5569,44
5570,34
5571,14
5572,22
5573,19
5574,224
5575,56
5576,146
5577,6
5578,71
5579,43
5580,180
5581,24
5582,162
5583,5
5584,71
5585,7
5586,4
5587,2
5588,8
5589,3
5590,47
5591,10
5592,16
5593,18
5594,341
5595,80
5596,103
5597,20
5598,70
5599,24
5600,51
5601,0
5602,79
5603,1
5604,26
5605,4
5606,7
5607,3
5608,2
5609,594
5610,66
5611,5
5612,2
5613,1
5614,16
5615,12
5616,11
5617,7
5618,6
5619,2
5620,3
5621,1
5622,26
5623,5
5624,296
5625,239
5626,78
5627,133
5628,198
5629,44
5630,295
5631,1336
5632,297
5633,9
5634,48
5635,20
5636,0
5637,0
5638,40
5639,16
5640,28
5641,5
5642,10
5643,2
5644,782
5645,74
5646,452
5647,21
5648,77
5649,5
5650,82
5651,5
5652,7
5653,1
5654,106
5655,20
5656,215
5657,7
5658,46
5659,28
5660,44
5661,5
5662,8
5663,167
5664,15
5665,212
5666,33
5667,118
5668,24
5669,153
5670,38
5671,170
5672,20
5673,24
5674,23
5675,185
5676,13
5677,10
5678,1
5679,14
5680,1
5681,8
5682,1
5683,2
5684,3
5685,39
5686,6
5687,42
5688,11
5689,18
5690,1
5691,0
5692,33
5693,8
5694,89
5695,40
5696,37
5697,8
5698,2
5699,14
5700,13
5701,5
5702,99
5703,8
5704,91
5705,11
5706,12
5707,5
5708,11
5709,5
5710,48
5711,6
5712,398
5713,170
5714,167
5715,64
5716,36
5717,34
5718,31
5719,7
5720,104
5721,16
5722,319
5723,4
5724,103
5725,13
5726,410
5727,142
5728,26
5729,23
5730,23
5731,15
5732,57
5733,19
5734,99
5735,31
5736,38
5737,9
5738,8
5739,3
5740,32
5741,42
5742,59
5743,27
5744,9
