,rcept_no,reprt_code,bsns_year,corp_code,stock_code,매출액,영업이익,자산총계
0,20150626000180,11011,2015,00145686,000760,"82,960,066,928","35,978,018","273,316,937,123"
1,20150626000261,11011,2015,00108977,006370,"158,152,062,513","1,283,842,632","623,073,741,252"
2,20150629000184,11011,2015,00144818,000220,"62,816,222,711","1,370,930,981","101,400,549,721"
3,20150629000285,11011,2015,00159731,019660,"18,646,233,892","5,998,381,178","12,805,835,476"
4,20150629000397,11011,2015,00159573,000970,"315,476,201,899","10,344,081,877","300,739,840,129"
5,20150629000456,11011,2015,00106614,092440,"122,691,700,639","20,750,052,223","243,973,939,326"
6,20150629000457,11011,2015,00118008,018500,"408,717,608,405","12,163,475,654","416,663,075,279"
7,20150629000524,11011,2015,00122205,018700,"29,285,587,224","-10,330,457,675","26,672,162,762"
8,20150629000563,11011,2015,00378363,060310,"23,210,541,648","-4,157,989,321","67,359,971,696"
9,20150629000590,11011,2015,00201432,054220,"85,543,984,940","-16,032,128,864","143,268,770,706"
10,20150813001112,11011,2015,00157104,008110,"42,269,860,520","-2,859,680,454","157,202,276,798"
11,20150921000093,11011,2015,00441243,093240,"85,394,315,632","1,138,460,926","188,019,457,825"
12,20150923000335,11011,2015,00154718,082920,"82,163,325,743","10,821,849,949","97,993,819,940"
13,20150925000247,11011,2015,00939942,189690,"13,138,391,149","4,180,523,239","41,629,715,336"
14,20150925000365,11011,2015,00138747,050860,"99,447,047,974","2,915,923,093","86,364,227,398"
15,20150930000147,11011,2015,00367385,097870,"40,849,624,740","8,884,996,374","70,569,534,501"
16,20150930000168,11011,2015,00120872,001080,"232,143,976,145","6,827,856,076","272,332,303,272"
17,20150930000269,11011,2015,00136341,005390,"858,398,953,662","38,419,338,086","671,394,324,851"
18,20150930000402,11011,2015,00134316,021820,"366,602,546,395","60,125,566,553","603,983,799,879"
19,20151111000297,11011,2015,00125576,033250,"58,673,590,187","-2,991,995,542","86,353,573,117"
20,20151127000128,11011,2015,00155373,093380,"89,382,644,314","1,464,468,718","86,907,260,315"
21,20151229000044,11011,2015,00349060,042520,"23,428,387,646","5,058,040,318","52,112,309,446"
22,20151229000046,11011,2015,00122348,003610,"161,549,573,391","6,498,861,171","259,201,088,335"
23,20151229000090,11011,2015,00168401,008870,"189,495,055,962","15,280,448,386","231,838,030,953"
24,20151229000310,11011,2015,00145914,017250,"84,759,602,612","2,557,445,953","121,879,240,405"
25,20160307000365,11011,2015,00268002,036630,"157,829,434,052","523,015,589","160,112,078,015"
26,20160316000101,11011,2015,00134477,003570,"504,444,993,403","38,471,397,490","921,662,680,320"
27,20160316000102,11011,2015,00225159,036530,"1,612,746,929,364","161,533,663,802","2,169,311,304,718"
28,20160316000346,11011,2015,00398792,064960,"1,210,524,500,386","123,133,839,567","1,172,763,189,575"
29,20160318000211,11011,2015,00524421,095610,"100,346,778,178","9,478,897,595","120,616,313,739"
30,20160322000228,11011,2015,00411446,066310,"25,495,218,657","1,402,430,637","55,734,971,858"
31,20160322000434,11011,2015,00415707,069410,"45,306,214,227","-3,503,242,667","51,116,244,223"
32,20160323000159,11011,2015,00140955,014680,"368,026,063,018","49,001,547,377","521,035,796,856"
33,20160324000421,11011,2015,00146542,008500,"68,103,444,690","3,612,170,680","69,075,802,854"
34,20160325000129,11011,2015,00121932,002840,"239,436,981,189","18,451,265,174","231,194,649,534"
35,20160325000140,11011,2015,00159342,025770,"271,599,514,000","32,408,050,000","207,992,388,000"
36,20160325000152,11011,2015,00442455,082660,"263,647,344,426","5,262,825,029","193,477,266,096"
37,20160325000277,11011,2015,00117027,001780,"433,853,367,277","24,032,264,994","429,140,446,746"
38,20160325000518,11011,2015,00199076,032960,"28,501,760,524","1,784,953,245","59,911,236,118"
39,20160325000594,11011,2015,00184889,039020,"160,792,987,024","-5,843,768,167","247,656,464,479"
40,20160325000632,11011,2015,00855093,136490,"603,419,952,408","27,870,886,392","437,278,250,497"
41,20160325000678,11011,2015,00359580,054800,"400,014,263,163","40,374,284,567","544,009,361,675"
42,20160325000785,11011,2015,00264255,043150,"217,358,784,985","40,993,860,771","270,205,260,108"
43,20160325001022,11011,2015,00552992,109820,"5,315,268,033","-2,161,991,874","20,781,912,088"
44,20160325001037,11011,2015,00168331,005320,"170,296,068,315","8,655,834,119","93,758,552,433"
45,20160325001332,11011,2015,00147082,049630,"164,069,078,248","3,986,557,451","155,496,512,020"
46,20160325001424,11011,2015,00409371,079950,"89,512,778,924","4,587,650,210","87,230,412,138"
47,20160325001524,11011,2015,00614593,137940,"26,565,766,452","2,741,035,455","46,268,860,183"
48,20160328000026,11011,2015,00399694,067160,"62,867,913,447","7,634,442,468","68,044,829,047"
49,20160328000077,11011,2015,00422895,067830,"187,041,021,949","35,458,956,035","527,906,656,347"
50,20160328000218,11011,2015,00807397,121850,"26,005,033,957","-1,498,763,992","58,006,986,695"
51,20160328000220,11011,2015,00818472,160600,"55,853,400,328","7,280,045,792","53,475,498,348"
52,20160328000296,11011,2015,00449379,067990,"662,318,535,690","4,854,838,852","391,118,249,873"
53,20160328000337,11011,2015,00269612,047310,"581,430,662,200","9,415,996,543","290,397,093,727"
54,20160328000415,11011,2015,00398701,066970,"235,128,640,553","-1,953,219,680","168,390,495,196"
55,20160328000417,11011,2015,00102140,009140,"28,337,543,303","1,670,956,036","64,239,944,387"
56,20160328000458,11011,2015,00127200,005680,"221,276,798,834","11,675,246,453","486,762,191,679"
57,20160328000495,11011,2015,00945208,161570,"40,713,758,072","145,126,072","58,393,618,832"
58,20160328000548,11011,2015,00176835,054050,"18,896,438,347","756,059,120","216,946,680,011"
59,20160328000559,11011,2015,00155212,022100,"840,545,681,528","13,968,816,472","693,941,423,716"
60,20160328000638,11011,2015,00480048,080420,"89,569,440,587","11,664,837,167","124,530,772,816"
61,20160328000714,11011,2015,00173944,105840,"105,956,173,872","1,348,192,303","195,233,365,820"
62,20160328000748,11011,2015,00516246,096610,"57,248,130,014","3,000,488,125","89,437,401,056"
63,20160328000777,11011,2015,00340917,049770,"1,931,040,795,613","77,065,526,979","952,430,434,472"
64,20160328000796,11011,2015,00109754,005750,"180,938,863,292","12,127,538,693","281,739,516,791"
65,20160328000802,11011,2015,00540863,083450,"84,422,578,884","6,011,587,754","69,691,968,089"
66,20160329000042,11011,2015,00206659,054210,"616,138,232,658","22,292,393,703","420,268,051,248"
67,20160329000055,11011,2015,00491053,086060,"52,256,320,975","1,066,768,305","49,210,506,301"
68,20160329000111,11011,2015,00260383,006650,"1,726,962,269,429","271,184,229,537","1,529,064,057,909"
69,20160329000194,11011,2015,00442905,104040,"44,267,460,213","5,346,536,813","59,130,274,300"
70,20160329000196,11011,2015,00148920,004910,"189,482,108,957","18,318,055,295","240,788,271,189"
71,20160329000225,11011,2015,00596677,093520,"73,526,238,829","6,730,888,903","79,015,515,685"
72,20160329000239,11011,2015,00267979,007770,"107,202,889,920","2,610,494,870","110,998,366,829"
73,20160329000247,11011,2015,00258360,036090,"32,101,126,464","3,785,239,637","53,256,225,147"
74,20160329000250,11011,2015,00557933,088790,"121,729,207,408","5,154,400,531","150,834,580,148"
75,20160329000256,11011,2015,00763358,136510,"9,164,934,800","327,550,155","25,314,429,740"
76,20160329000274,11011,2015,00353878,058730,"135,394,761,965","10,376,844,108","128,773,588,894"
77,20160329000310,11011,2015,00104388,007690,"1,011,877,773,027","77,969,150,965","681,283,305,542"
78,20160329000336,11011,2015,00255044,039010,"78,671,419,219","8,645,211,431","63,370,762,142"
79,20160329000345,11011,2015,00133618,002420,"5,477,133,640","-891,102,701","45,133,360,413"
80,20160329000425,11011,2015,00260392,006340,"443,672,415,972","9,830,541,506","214,471,795,868"
81,20160329000434,11011,2015,00108001,091590,"50,407,653,521","-1,508,090,004","139,397,977,763"
82,20160329000437,11011,2015,00351630,053450,"244,865,300,197","12,784,102,357","241,551,275,182"
83,20160329000439,11011,2015,00163716,005110,"17,167,064,630","-3,350,063,844","67,607,183,866"
84,20160329000459,11011,2015,00129387,000390,"507,187,889,565","31,691,166,120","511,933,171,523"
85,20160329000492,11011,2015,00273439,041920,"46,739,956,502","7,923,779,907","44,440,741,503"
86,20160329000497,11011,2015,00177199,024090,"106,154,561,113","6,250,259,455","163,227,897,417"
87,20160329000529,11011,2015,00416654,072130,"41,156,826,604","643,152,801","62,111,451,499"
88,20160329000533,11011,2015,00124027,011390,"109,323,137,513","11,148,967,422","114,238,770,834"
89,20160329000542,11011,2015,00166519,000850,"199,324,536,930","11,082,779,634","340,734,967,739"
90,20160329000555,11011,2015,00531014,084370,"94,672,562,665","18,569,982,239","201,592,334,437"
91,20160329000568,11011,2015,00133663,053060,"131,633,717,838","-3,376,784,498","126,126,165,577"
92,20160329000641,11011,2015,00264732,038950,"83,117,416,817","-1,358,745,138","110,500,489,896"
93,20160329000644,11011,2015,00220969,045060,"136,594,358,450","5,129,170,192","117,864,590,789"
94,20160329000647,11011,2015,00405959,115570,"79,179,678,488","7,948,893,882","131,611,037,591"
95,20160329000660,11011,2015,00479705,079190,"65,423,312,649","-3,437,947,189","106,282,803,332"
96,20160329000664,11011,2015,00612489,214430,"38,981,759,802","5,118,114,671","71,463,505,677"
97,20160329000667,11011,2015,00180263,016100,"172,780,392,905","34,435,498,926","180,865,055,791"
98,20160329000676,11011,2015,00152127,036710,"156,144,132,611","2,266,402,768","586,389,796,691"
99,20160329000685,11011,2015,01036367,203690,"14,834,938,388","6,092,742,536","43,284,181,407"
100,20160329000689,11011,2015,01095722,222800,"395,470,686,385","19,462,720,286","548,348,696,814"
101,20160329000693,11011,2015,00103592,009290,"955,453,631,838","50,866,462,182","663,786,480,731"
102,20160329000706,11011,2015,00152783,049430,"67,912,626,707","13,360,013,796","116,526,898,049"
103,20160329000711,11011,2015,00618401,114120,"262,524,145,804","14,323,165,607","289,380,142,567"
104,20160329000728,11011,2015,00163318,006920,"105,037,738,468","4,478,755,909","75,913,169,466"
105,20160329000757,11011,2015,00101044,003060,"40,324,275,475","-866,307,607","85,221,294,726"
106,20160329000763,11011,2015,00313649,048410,"40,674,617,767","1,355,876,384","43,413,786,519"
107,20160329000778,11011,2015,00142865,024070,"141,133,193,414","2,150,383,393","130,630,752,972"
108,20160329000786,11011,2015,00819374,190510,"403,847,036,348","25,666,180,832","203,857,810,069"
109,20160329000799,11011,2015,00911955,226320,"309,561,739,661","111,751,425,431","388,023,925,369"
110,20160329000804,11011,2015,00589127,092220,"209,099,505,094","4,852,007,310","340,459,279,773"
111,20160329000806,11011,2015,00157070,025540,"661,271,369,252","82,664,610,954","703,874,182,164"
112,20160329000812,11011,2015,00117179,013570,"642,406,589,126","25,197,410,608","700,398,786,636"
113,20160329000823,11011,2015,00250614,054540,"97,183,919,182","5,078,328,072","143,101,985,880"
114,20160329000824,11011,2015,00231442,033130,"35,093,099,233","3,716,900,260","69,655,251,465"
115,20160329000826,11011,2015,00988364,184230,"13,528,883,434","3,707,661,622","50,478,362,721"
116,20160329000851,11011,2015,00453929,078160,"37,570,152,401","-211,381,710","182,932,724,882"
117,20160329000856,11011,2015,00167208,003280,"845,115,358,535","21,244,278,273","791,640,801,782"
118,20160329000857,11011,2015,01059605,210540,"248,499,187,197","10,079,649,473","222,371,202,199"
119,20160329000865,11011,2015,00503668,079550,"1,903,704,148,042","112,175,924,939","1,754,273,776,933"
120,20160329000873,11011,2015,00483735,076610,"284,415,317,849","6,290,670,571","166,380,050,374"
121,20160329000874,11011,2015,00350020,049120,"168,495,876,726","1,628,785,004","101,447,240,272"
122,20160329000890,11011,2015,00131692,008490,"304,123,698,961","33,833,825,243","556,754,828,849"
123,20160329000895,11011,2015,00167192,005720,"306,141,351,417","85,770,458,493","883,064,033,229"
124,20160329000899,11011,2015,00117498,026890,"133,411,138,702","11,966,484,144","175,459,923,149"
125,20160329000913,11011,2015,00109286,000490,"583,473,475,411","5,433,243,613","688,285,313,104"
126,20160329000932,11011,2015,00255619,035250,"1,633,716,838,652","595,400,402,445","3,690,791,829,727"
127,20160329000942,11011,2015,00140858,007530,"111,476,755,409","3,383,115,890","121,066,814,643"
128,20160329000958,11011,2015,00101549,011040,"151,893,327,055","26,019,496,714","233,410,410,013"
129,20160329000959,11011,2015,00116949,007340,"910,458,499,136","84,936,222,411","1,064,506,281,853"
130,20160329000968,11011,2015,00361488,078000,"59,369,782,078","8,406,892,388","119,593,382,882"
131,20160329000969,11011,2015,00264671,039310,"232,637,889,249","11,590,601,424","132,721,734,438"
132,20160329000996,11011,2015,00351579,049470,"72,075,046,030","5,417,654,157","125,358,210,460"
133,20160329000999,11011,2015,00298377,040910,"18,015,129,351","968,760,964","106,330,629,530"
134,20160329001023,11011,2015,00228059,084110,"245,020,683,925","51,345,768,941","314,131,464,849"
135,20160329001037,11011,2015,00155258,058430,"801,646,713,993","23,128,971,159","431,890,799,330"
136,20160329001042,11011,2015,00373447,038070,"41,628,192,955","1,757,055,003","66,103,984,786"
137,20160329001045,11011,2015,00939331,161890,"535,846,082,250","60,719,559,325","344,296,273,321"
138,20160329001053,11011,2015,00121534,023150,"50,386,203,006","11,092,013,275","78,996,051,564"
139,20160329001058,11011,2015,01060744,213500,"1,511,653,094,803","75,043,505,984","1,445,355,205,662"
140,20160329001062,11011,2015,00203290,024720,"299,567,094,916","54,180,519,943","499,515,755,003"
141,20160329001067,11011,2015,01032404,200130,"236,186,775,021","34,447,788,599","127,082,934,769"
142,20160329001077,11011,2015,00188973,061250,"106,130,032,438","1,651,573,485","140,271,902,717"
143,20160329001081,11011,2015,00263654,039200,"18,335,817,610","685,599,342","49,498,623,009"
144,20160329001087,11011,2015,00442154,126880,"171,487,841,403","9,181,695,673","161,635,649,245"
145,20160329001095,11011,2015,00159254,006200,"149,195,542,804","-1,442,149,438","217,226,131,509"
146,20160329001098,11011,2015,00385415,068330,"12,895,915,012","2,637,942,430","29,571,964,878"
147,20160329001125,11011,2015,00160843,000990,"666,594,986,583","124,968,814,875","984,643,711,741"
148,20160329001133,11011,2015,00397252,067000,"57,536,244,660","8,294,482,309","76,678,644,888"
149,20160329001146,11011,2015,00249982,035610,"70,497,412,950","3,022,898,989","187,536,391,115"
150,20160329001164,11011,2015,00220622,065710,"52,780,843,709","3,347,999,113","64,293,773,542"
151,20160329001173,11011,2015,00435969,071200,"61,794,723,711","4,437,379,265","82,673,760,579"
152,20160329001174,11011,2015,00599595,126600,"115,810,321,053","12,543,381,246","107,225,279,138"
153,20160329001187,11011,2015,00362238,079980,"1,205,084,605,942","33,597,427,192","856,589,052,307"
154,20160329001196,11011,2015,00491415,115310,"18,368,396,162","11,121,886,121","67,047,202,346"
155,20160329001237,11011,2015,01046708,206640,"39,821,415,298","12,379,513,355","71,705,073,053"
156,20160329001264,11011,2015,00132637,014820,"1,218,348,270,964","98,493,991,217","1,272,359,911,634"
157,20160330000028,11011,2015,00261054,037370,"151,603,679,751","-1,278,169,707","98,659,906,897"
158,20160330000037,11011,2015,00609634,101390,"240,984,166,103","5,245,890,417","159,276,301,482"
159,20160330000038,11011,2015,00143527,012320,"1,604,168,482,257","-13,298,185,237","1,167,819,521,528"
160,20160330000045,11011,2015,00135795,029530,"500,503,730,109","6,543,357,838","929,282,858,015"
161,20160330000051,11011,2015,00112651,012800,"1,016,663,483,183","-31,994,204,014","539,125,755,239"
162,20160330000074,11011,2015,00365590,067630,"27,323,398,027","-9,695,433,958","42,698,933,551"
163,20160330000109,11011,2015,00529815,080520,"58,771,678,526","8,662,790,264","114,049,977,725"
164,20160330000111,11011,2015,00267906,019010,"68,375,489,611","560,445,293","391,768,069,797"
165,20160330000126,11011,2015,00352064,053160,"24,540,779,950","1,420,516,783","38,212,238,124"
166,20160330000138,11011,2015,00301112,046390,"19,754,541,648","-2,553,615,680","35,922,983,576"
167,20160330000140,11011,2015,00134963,004430,"654,421,000,000","49,390,000,000","846,381,000,000"
168,20160330000141,11011,2015,00363246,046940,"253,428,631,144","15,208,656,594","122,362,303,446"
169,20160330000171,11011,2015,00449254,099320,"30,512,359,622","4,617,903,601","59,150,807,822"
170,20160330000187,11011,2015,00305570,043710,"5,634,399,644","-6,914,961,385","17,408,319,015"
171,20160330000195,11011,2015,00146436,067570,"532,518,739,400","15,308,325,786","372,185,612,533"
172,20160330000196,11011,2015,00612188,098660,"101,207,722,880","5,479,416,180","76,037,540,186"
173,20160330000204,11011,2015,00187725,015710,"110,754,964,697","9,832,999,238","110,081,235,374"
174,20160330000225,11011,2015,00147772,045510,"144,682,817,127","4,061,476,952","80,855,911,479"
175,20160330000226,11011,2015,00140177,007070,"6,273,142,139,696","225,793,503,700","4,735,505,772,307"
176,20160330000227,11011,2015,00447609,090460,"364,623,180,127","9,442,378,296","331,915,734,672"
177,20160330000229,11011,2015,00143226,033310,"51,008,316,426","4,041,096,897","78,549,341,150"
178,20160330000232,11011,2015,00634728,092130,"25,568,399,574","9,449,294,076","38,387,551,350"
179,20160330000241,11011,2015,00603348,093320,"42,125,554,896","7,097,706,178","52,405,870,039"
180,20160330000256,11011,2015,00357430,049960,"49,504,515,603","18,758,807,947","74,967,849,038"
181,20160330000267,11011,2015,00235183,044780,"57,333,919,141","662,994,678","83,693,808,623"
182,20160330000268,11011,2015,00128315,037460,"831,807,277,998","25,307,231,058","331,886,199,344"
183,20160330000272,11011,2015,00591441,102120,"96,919,276,868","6,509,091,848","90,290,958,630"
184,20160330000286,11011,2015,00185222,045520,"59,520,255,759","4,226,415,839","43,603,237,695"
185,20160330000292,11011,2015,00231707,032850,"37,311,342,710","4,999,964,292","50,024,322,322"
186,20160330000296,11011,2015,00112165,092200,"519,409,720,195","31,098,116,498","585,802,944,761"
187,20160330000300,11011,2015,00148993,000140,"1,927,124,745,301","145,874,230,700","4,068,786,993,227"
188,20160330000304,11011,2015,00113261,010170,"108,989,776,026","-4,417,247,493","152,469,819,643"
189,20160330000306,11011,2015,00497631,081150,"93,233,988,705","2,907,234,985","124,342,524,494"
190,20160330000308,11011,2015,00118804,005290,"709,287,907,069","58,451,962,578","655,669,437,054"
191,20160330000310,11011,2015,00136624,005800,"179,119,559,063","6,017,521,727","317,693,559,471"
192,20160330000312,11011,2015,00364847,067920,"54,871,573,443","-2,774,947,448","44,452,416,601"
193,20160330000315,11011,2015,00122551,035150,"172,072,593,118","17,815,650,955","170,612,301,486"
194,20160330000319,11011,2015,00595191,093370,"215,238,475,690","15,626,870,804","261,388,268,660"
195,20160330000334,11011,2015,00429694,177830,"51,726,108,865","-4,627,003,985","85,076,971,014"
196,20160330000339,11011,2015,00340272,050760,"100,316,554,512","-1,036,601,340","98,859,089,000"
197,20160330000340,11011,2015,00256715,043650,"77,443,124,008","-8,197,632,298","216,587,927,782"
198,20160330000361,11011,2015,00128032,000520,"88,136,458,798","1,602,388,480","99,311,888,103"
199,20160330000365,11011,2015,00101488,009450,"512,031,119,598","24,222,980,512","402,084,368,451"
200,20160330000366,11011,2015,00536523,090360,"135,790,833,610","9,978,171,795","103,310,430,912"
201,20160330000397,11011,2015,00447928,085910,"35,730,679,715","2,007,866,540","84,946,748,850"
202,20160330000403,11011,2015,00353762,054780,"106,170,756,645","7,601,565,664","96,163,223,935"
203,20160330000410,11011,2015,00371485,089010,"265,622,473,145","-3,099,598,812","234,894,280,100"
204,20160330000415,11011,2015,00398668,065510,"72,705,901,302","10,518,601,715","114,546,553,463"
205,20160330000439,11011,2015,00264635,038680,"197,935,873,942","-397,402,521","141,299,276,718"
206,20160330000454,11011,2015,00223513,033320,"144,959,419,004","2,712,869,070","97,526,995,244"
207,20160330000461,11011,2015,00820352,131760,"205,426,461,614","11,437,563,687","107,575,018,855"
208,20160330000488,11011,2015,00486370,080470,"140,848,892,520","1,593,007,966","115,469,943,606"
209,20160330000490,11011,2015,00303794,086980,"142,003,138,277","14,059,517,633","215,777,685,987"
210,20160330000496,11011,2015,00136165,013810,"101,327,628,248","11,121,855,858","135,276,071,727"
211,20160330000526,11011,2015,00133876,011560,"305,845,501,570","16,968,835,968","161,485,345,495"
212,20160330000529,11011,2015,00137368,002870,"111,453,802,974","-19,600,819,461","145,668,273,857"
213,20160330000530,11011,2015,00230911,036640,"59,727,110,121","5,069,487,601","88,622,368,943"
214,20160330000539,11011,2015,00353018,058530,"23,408,911,753","455,968,897","50,669,500,859"
215,20160330000541,11011,2015,00175623,050120,"42,152,966,950","-4,060,426,395","55,620,280,335"
216,20160330000551,11011,2015,00201450,068400,"632,145,881,647","40,256,530,574","1,033,758,137,281"
217,20160330000554,11011,2015,00825959,126700,"87,660,105,417","6,673,315,758","88,762,620,837"
218,20160330000555,11011,2015,00146083,000230,"476,385,096,749","23,726,626,843","705,637,923,227"
219,20160330000571,11011,2015,00220686,058610,"138,807,894,016","7,950,080,182","157,240,106,875"
220,20160330000576,11011,2015,00646732,100250,"260,895,996,792","23,449,357,095","536,626,201,405"
221,20160330000587,11011,2015,00489243,088130,"119,717,923,611","12,959,990,949","125,955,282,551"
222,20160330000624,11011,2015,00243757,039290,"103,303,283,322","669,177,704","67,749,067,543"
223,20160330000645,11011,2015,00112022,024890,"144,638,524,730","18,430,448,248","126,841,402,666"
224,20160330000648,11011,2015,00415594,100130,"211,285,537,918","15,208,004,946","401,898,259,652"
225,20160330000651,11011,2015,00134510,033530,"1,199,065,672,323","21,594,130,968","914,404,459,150"
226,20160330000652,11011,2015,00125150,005090,"310,295,324,303","14,971,834,659","841,187,064,221"
227,20160330000656,11011,2015,00409672,084870,"632,110,048,805","-5,307,989,567","587,302,248,008"
228,20160330000658,11011,2015,00537337,092600,"63,184,945,406","7,944,687,785","67,503,519,456"
229,20160330000660,11011,2015,01031502,196450,"55,771,548,946","-6,695,971,668","99,856,404,323"
230,20160330000667,11011,2015,00127167,002810,"225,029,375,330","2,939,202,526","302,880,053,649"
231,20160330000669,11011,2015,00181299,089980,"143,739,802,252","10,062,465,252","180,814,312,060"
232,20160330000675,11011,2015,00205003,033340,"123,968,955,377","1,216,923,361","114,251,840,910"
233,20160330000678,11011,2015,00406727,067770,"29,024,059,247","-3,580,360,040","48,615,454,199"
234,20160330000682,11011,2015,00273110,052020,"5,349,045,166","-4,049,596,205","23,364,922,436"
235,20160330000699,11011,2015,00201742,048430,"190,103,312,547","8,247,024,995","138,500,967,540"
236,20160330000701,11011,2015,00210856,071950,"96,543,276,527","-7,832,372,621","89,438,042,582"
237,20160330000710,11011,2015,00629212,131180,"42,510,671,709","5,137,259,171","60,639,248,634"
238,20160330000712,11011,2015,00654272,171010,"26,438,087,259","-867,685,847","56,732,917,253"
239,20160330000713,11011,2015,00143907,012620,"235,251,862,412","7,379,553,824","164,291,899,689"
240,20160330000717,11011,2015,00150244,000080,"1,907,480,759,547","133,987,373,328","3,460,482,406,084"
241,20160330000723,11011,2015,00132628,014910,"48,199,756,216","-1,346,656,446","45,273,302,846"
242,20160330000748,11011,2015,00441304,078890,"375,795,398,030","20,250,801,484","221,714,093,175"
243,20160330000756,11011,2015,00149770,000440,"90,446,909,719","2,134,158,070","77,370,623,681"
244,20160330000767,11011,2015,00178790,079960,"464,070,302,711","18,368,249,973","256,366,231,103"
245,20160330000773,11011,2015,00445160,079810,"47,963,194,567","2,841,602,172","41,210,194,608"
246,20160330000786,11011,2015,00101433,002100,"196,418,709,909","12,111,542,849","316,341,852,891"
247,20160330000787,11011,2015,00102353,024910,"598,967,028,297","24,973,634,928","579,875,469,058"
248,20160330000796,11011,2015,00363510,060230,"51,241,482,925","-1,121,457,867","57,415,597,545"
249,20160330000799,11011,2015,00348034,052790,"100,752,238,334","5,082,912,796","149,330,425,481"
250,20160330000805,11011,2015,00186559,031820,"146,291,127,340","701,615,268","107,817,629,134"
251,20160330000812,11011,2015,00302078,050540,"134,587,209,667","-2,914,173,113","88,217,183,373"
252,20160330000817,11011,2015,00268118,036690,"114,259,254,191","7,322,469,888","89,131,049,037"
253,20160330000820,11011,2015,00127042,002170,"215,039,310,282","12,034,791,578","313,703,174,047"
254,20160330000827,11011,2015,00165060,013030,"209,241,088,367","53,587,850,332","335,220,135,590"
255,20160330000834,11011,2015,00127255,003720,"126,120,580,774","-12,464,208,706","170,243,059,842"
256,20160330000836,11011,2015,00108490,048830,"59,069,727,483","-2,187,425,607","56,610,119,349"
257,20160330000848,11011,2015,00296263,051390,"11,248,867,911","1,569,874,084","90,970,066,609"
258,20160330000861,11011,2015,00173449,044480,"17,443,491,794","-1,538,364,115","26,183,118,478"
259,20160330000864,11011,2015,00373021,073640,"28,933,360,638","-9,505,140,394","59,020,404,235"
260,20160330000866,11011,2015,00917861,192440,"148,110,832,228","47,074,036,934","178,162,645,055"
261,20160330000871,11011,2015,00384762,065690,"69,895,108,688","2,769,251,280","93,293,969,563"
262,20160330000877,11011,2015,01021949,206560,"26,054,826,787","4,535,666,351","80,140,075,102"
263,20160330000889,11011,2015,00141273,010600,"112,488,077,209","2,076,599,017","59,088,348,546"
264,20160330000893,11011,2015,00389110,051160,"38,226,876,296","-571,032,213","26,339,510,937"
265,20160330000894,11011,2015,00103510,023800,"659,496,345,890","18,220,305,398","472,137,335,484"
266,20160330000895,11011,2015,00201733,032540,"71,695,413,146","1,729,615,904","94,675,942,044"
267,20160330000896,11011,2015,00125965,111870,"59,962,018,792","5,403,212,314","93,974,689,060"
268,20160330000899,11011,2015,00193009,033180,"94,845,061,774","4,821,161,154","104,529,556,282"
269,20160330000901,11011,2015,00158565,017890,"190,847,844,968","15,228,156,234","265,095,130,829"
270,20160330000903,11011,2015,00305668,075180,"202,725,701,726","29,746,647,453","245,988,030,409"
271,20160330000904,11011,2015,01043853,206400,"20,271,602,338","-637,343,674","25,457,361,528"
272,20160330000915,11011,2015,00359623,072470,"225,307,247,572","14,464,261,310","315,014,056,887"
273,20160330000918,11011,2015,00372882,058850,"1,065,846,503,212","16,351,899,911","346,998,299,659"
274,20160330000923,11011,2015,00126201,006660,"92,396,091,675","3,119,973,512","244,142,813,205"
275,20160330000953,11011,2015,00129509,014130,"436,704,029,822","10,965,686,509","131,657,889,227"
276,20160330000967,11011,2015,00609324,100120,"93,438,698,936","18,374,747,783","96,987,146,790"
277,20160330000975,11011,2015,00799177,122350,"276,145,441,114","23,707,603,987","285,651,276,278"
278,20160330000993,11011,2015,00162832,024740,"151,491,811,495","6,404,868,779","203,653,538,331"
279,20160330000999,11011,2015,00623184,192410,"26,517,055,055","345,831,230","36,876,358,514"
280,20160330001001,11011,2015,00157991,004090,"388,817,022,150","18,155,305,877","240,164,601,570"
281,20160330001002,11011,2015,00112679,015230,"231,334,845,622","18,934,948,248","195,292,739,191"
282,20160330001011,11011,2015,00135962,004970,"291,677,275,050","-6,410,469,005","510,104,471,339"
283,20160330001012,11011,2015,00468374,074600,"140,194,106,416","20,252,636,675","172,637,073,914"
284,20160330001017,11011,2015,00482426,101930,"123,092,696,058","7,895,523,236","257,196,139,306"
285,20160330001021,11011,2015,00706715,107590,"270,442,314,879","36,901,258,517","224,340,447,358"
286,20160330001029,11011,2015,00423690,068290,"145,532,696,837","7,969,090,711","155,126,968,852"
287,20160330001030,11011,2015,00258421,035460,"79,710,502,509","1,595,421,369","76,012,527,756"
288,20160330001037,11011,2015,00152729,017900,"206,228,996,055","-11,506,976,938","240,272,144,401"
289,20160330001042,11011,2015,00531917,108230,"230,553,625,983","19,471,489,288","209,099,390,316"
290,20160330001045,11011,2015,00111847,000430,"1,013,035,744,301","52,798,317,706","1,157,468,858,936"
291,20160330001046,11011,2015,00302582,071850,"217,935,251,522","15,596,215,537","229,525,463,285"
292,20160330001052,11011,2015,00925295,173940,"72,671,244,336","5,910,135,791","110,111,615,369"
293,20160330001053,11011,2015,00118044,030720,"118,465,535,498","2,251,887,036","93,634,519,715"
294,20160330001056,11011,2015,00194947,130660,"332,293,743,498","28,714,979,883","143,003,843,494"
