,rcept_no,reprt_code,bsns_year,corp_code,stock_code,매출액,영업이익,자산총계
579,20160330002818,11011,2015,00606664,105330,"64,777,702,371","1,631,182,784","65,280,725,866"
580,20160330002819,11011,2015,01009789,192820,"533,342,717,781","35,934,351,724","438,932,111,547"
581,20160330002833,11011,2015,00357740,060250,"195,466,232,757","10,930,352,206","161,631,760,407"
582,20160330002834,11011,2015,00405320,069080,"242,221,913,144","74,719,507,247","277,661,536,285"
583,20160330002837,11011,2015,00869272,189860,"42,012,276,063","-366,864,028","36,531,035,400"
584,20160330002839,11011,2015,00158316,034310,"1,090,840,201,565","91,245,320,860","1,242,453,840,219"
585,20160330002849,11011,2015,00141556,039830,"122,294,931,934","13,526,548,818","201,095,009,916"
586,20160330002874,11011,2015,00755739,106240,"374,729,719,300","10,150,461,165","326,170,675,042"
587,20160330002882,11011,2015,00375931,060150,"97,222,704,681","8,038,836,869","291,543,980,234"
588,20160330002884,11011,2015,00155531,005810,"272,085,363,162","35,597,887,305","698,530,608,337"
589,20160330002895,11011,2015,00664853,137950,"110,177,241,608","4,039,366,884","137,095,262,312"
590,20160330002896,11011,2015,00161781,025980,"125,224,021,772","50,066,871,100","550,967,838,309"
591,20160330002905,11011,2015,00360577,054940,"152,966,137,506","7,873,701,139","113,080,345,722"
592,20160330002910,11011,2015,01008762,194480,"19,546,497,009","-4,134,477,776","157,873,952,989"
593,20160330002912,11011,2015,00164502,170030,"197,997,560,765","16,028,925,463","127,187,956,046"
594,20160330002914,11011,2015,00111874,005710,"773,527,206,920","15,307,092,430","307,051,762,298"
595,20160330002923,11011,2015,00156956,034950,"66,481,427,882","15,807,831,218","116,535,368,388"
596,20160330002927,11011,2015,00159193,015760,"58,957,722,000,000","11,346,732,000,000","175,257,359,000,000"
597,20160330002933,11011,2015,00130408,079650,"112,996,136,965","21,268,483,956","110,417,372,099"
598,20160330002935,11011,2015,00141529,007310,"1,883,098,974,718","133,409,191,117","1,484,303,071,758"
599,20160330002937,11011,2015,00219574,044820,"199,869,310,099","11,259,339,361","544,562,915,579"
600,20160330002939,11011,2015,00530121,109740,"56,461,731,276","10,491,514,134","55,047,428,711"
601,20160330002954,11011,2015,00149655,028260,"13,344,675,370,414","37,138,349,416","42,361,430,965,137"
602,20160330002967,11011,2015,00599957,094840,"27,483,989,114","349,543,628","86,559,203,066"
603,20160330002968,11011,2015,00108649,048770,"86,740,197,026","1,673,335,981","93,579,239,998"
604,20160330002970,11011,2015,00403632,126560,"291,198,623,484","45,371,392,573","652,175,416,465"
605,20160330002979,11011,2015,00362159,065950,"235,451,900,530","5,694,806,873","263,708,165,208"
606,20160330002980,11011,2015,00138598,036010,"68,371,613,205","8,396,337,459","89,928,215,216"
607,20160330002987,11011,2015,00267881,006910,"76,540,735,130","1,778,708,638","93,504,569,211"
608,20160330003001,11011,2015,00244561,035080,"3,536,848,758,212","65,149,099,012","2,106,702,048,896"
609,20160330003016,11011,2015,00414850,094280,"315,749,790,808","11,132,861,059","120,185,170,717"
610,20160330003018,11011,2015,00105475,053260,"159,498,224,182","4,254,862,934","131,914,340,040"
611,20160330003024,11011,2015,00561866,115390,"407,085,372,489","35,327,469,968","756,469,839,406"
612,20160330003038,11011,2015,00164724,017800,"1,448,653,887,563","156,510,511,822","1,772,684,568,489"
613,20160330003042,11011,2015,00563837,159580,"270,632,772,502","-444,029,465","125,588,918,275"
614,20160330003044,11011,2015,00363927,053290,"53,139,373,649","9,234,805,070","65,622,770,122"
615,20160330003045,11011,2015,00261285,036460,"26,052,723,827,797","1,007,812,098,118","42,385,339,683,322"
616,20160330003047,11011,2015,00113492,004540,"678,615,391,173","3,956,206,620","519,111,846,639"
617,20160330003054,11011,2015,00828497,128940,"1,317,534,519,130","211,799,975,638","1,722,592,752,818"
618,20160330003055,11011,2015,00361594,068790,"180,943,914,736","16,170,149,454","232,026,296,044"
619,20160330003057,11011,2015,00113410,000120,"5,055,766,403,519","186,633,717,812","4,500,489,063,722"
620,20160330003061,11011,2015,00115977,010780,"945,846,998,061","114,507,234,731","1,844,766,480,239"
621,20160330003072,11011,2015,00608699,134580,"107,808,602,851","4,612,355,985","61,489,935,424"
622,20160330003079,11011,2015,00240857,038460,"54,186,600,217","1,799,765,834","74,576,207,624"
623,20160330003083,11011,2015,00439965,121600,"43,140,424,550","9,096,515,519","83,449,448,425"
624,20160330003084,11011,2015,00363769,063570,"152,512,434,955","12,283,445,216","186,860,381,465"
625,20160330003086,11011,2015,00490151,091700,"805,803,651,919","58,789,361,532","509,589,437,666"
626,20160330003087,11011,2015,00232089,032980,"16,711,898,928","9,224,281","26,495,245,096"
627,20160330003091,11011,2015,00261443,036570,"838,297,603,134","237,466,377,634","2,219,197,320,342"
628,20160330003096,11011,2015,00580199,086900,"88,505,437,514","51,662,321,784","203,552,000,514"
629,20160330003098,11011,2015,00191472,025000,"743,948,673,377","48,839,738,500","507,600,642,741"
630,20160330003099,11011,2015,00162586,009420,"80,022,559,942","-4,279,947,876","117,125,562,001"
631,20160330003106,11011,2015,00823429,123690,"98,446,610,256","-5,456,796,585","72,898,698,969"
632,20160330003116,11011,2015,00163345,012030,"203,671,199,560","9,761,078,891","276,200,610,518"
633,20160330003120,11011,2015,00108038,004250,"376,543,631,888","22,205,736,797","343,957,221,830"
634,20160330003128,11011,2015,00427483,069620,"839,686,478,174","43,564,444,800","944,529,005,072"
635,20160330003134,11011,2015,00139764,011090,"308,322,444,017","8,094,126,837","126,285,551,923"
636,20160330003142,11011,2015,00161426,008930,"776,628,551,410","216,415,186,418","932,024,384,338"
637,20160330003148,11011,2015,00178754,028100,"296,676,998,909","3,979,804,020","259,436,781,550"
638,20160330003150,11011,2015,00111999,003220,"216,187,082,894","23,085,029,599","194,749,288,604"
639,20160330003151,11011,2015,00122825,006490,"16,313,400,461","-4,750,749,837","48,649,996,746"
640,20160330003160,11011,2015,00438036,084730,"151,259,006,749","3,107,285,011","198,964,701,475"
641,20160330003165,11011,2015,00111810,003090,"996,816,139,653","79,718,753,505","1,242,301,736,207"
642,20160330003173,11011,2015,00158219,033170,"209,093,609,380","3,549,769,346","223,349,209,860"
643,20160330003185,11011,2015,00445054,067310,"286,239,108,804","16,400,492,268","394,754,213,963"
644,20160330003196,11011,2015,00144243,018000,"118,346,511,316","3,198,206,601","237,813,153,961"
645,20160330003208,11011,2015,00261355,038390,"205,761,799,869","23,034,640,715","378,644,567,964"
646,20160330003218,11011,2015,00426068,069920,"56,098,563,805","-2,984,563,379","81,591,660,600"
647,20160330003222,11011,2015,00118345,001530,"774,113,876,197","10,420,710,594","978,717,601,721"
648,20160330003238,11011,2015,00280688,046140,"215,442,747,461","11,282,616,631","223,891,016,059"
649,20160330003240,11011,2015,00155151,043370,"1,149,093,865,351","4,906,352,407","885,010,749,004"
650,20160330003245,11011,2015,00265324,035760,"2,308,605,389,638","209,654,718,318","2,988,232,404,363"
651,20160330003250,11011,2015,00273615,030790,"112,322,747,041","-6,490,457,943","97,458,769,400"
652,20160330003257,11011,2015,00265005,057540,"77,760,550,199","6,941,828,688","96,096,944,098"
653,20160330003260,11011,2015,00580667,091340,"25,584,532,509","3,241,603,757","83,713,742,124"
654,20160330003262,11011,2015,00306870,066910,"125,089,089,431","10,396,218,956","69,775,982,808"
655,20160330003267,11011,2015,00249894,066700,"98,884,314,382","2,485,164,179","137,926,051,037"
656,20160330003275,11011,2015,00162993,003300,"1,377,333,889,726","120,631,514,229","2,150,692,025,832"
657,20160330003276,11011,2015,00583442,090350,"461,646,500,642","30,678,400,938","572,890,897,360"
658,20160330003277,11011,2015,00125521,005850,"1,395,133,198,527","63,278,305,879","1,548,269,651,535"
659,20160330003281,11011,2015,00370006,052220,"64,470,533,013","536,470,899","68,370,450,979"
660,20160330003283,11011,2015,00378628,060720,"737,937,555,444","31,170,307,723","455,395,701,081"
661,20160330003299,11011,2015,00370255,064520,"225,459,497,249","5,608,608,581","122,404,388,243"
662,20160330003303,11011,2015,00258102,065060,"123,936,746,732","-20,601,476","217,321,791,054"
663,20160330003304,11011,2015,00642541,127120,"9,419,933,974","-7,964,599,575","32,729,925,611"
664,20160330003306,11011,2015,00540641,084670,"135,760,743,799","14,763,064,117","240,378,400,336"
665,20160330003317,11011,2015,00113225,084010,"889,656,319,821","55,712,856,354","635,458,248,703"
666,20160330003318,11011,2015,00125530,005610,"1,373,768,365,388","56,928,873,680","612,875,034,573"
667,20160330003323,11011,2015,00261887,062860,"132,750,767,708","2,869,604,648","185,883,015,548"
668,20160330003328,11011,2015,00107677,002070,"200,322,459,161","-7,593,009,151","178,009,473,564"
669,20160330003329,11011,2015,00583424,090430,"4,766,627,213,300","772,909,945,489","4,443,101,431,013"
670,20160330003331,11011,2015,00269889,040160,"58,420,236,870","8,767,964,759","68,765,918,812"
671,20160330003333,11011,2015,00336297,049720,"82,837,482,739","5,140,109,843","25,217,576,856"
672,20160330003335,11011,2015,00583026,072770,"36,508,200,431","-332,074,322","24,321,743,259"
673,20160330003339,11011,2015,00142713,011080,"117,825,653,405","1,506,253,810","110,029,095,295"
674,20160330003341,11011,2015,00593032,093050,"1,571,047,846,008","74,089,220,377","1,474,852,963,846"
675,20160330003346,11011,2015,00373571,060240,"15,367,184,071","-2,561,864,084","99,571,249,796"
676,20160330003351,11011,2015,00153755,004100,"482,361,925,090","13,108,718,958","370,136,181,737"
677,20160330003356,11011,2015,00656289,222040,"77,516,374,451","10,766,069,892","114,370,820,593"
678,20160330003362,11011,2015,00260930,041510,"325,439,247,011","36,422,839,744","459,709,219,858"
679,20160330003374,11011,2015,00133335,000180,"177,305,113,950","3,064,654,854","362,501,569,149"
680,20160330003375,11011,2015,00164636,012630,"4,602,608,741,640","389,534,086,028","5,510,084,233,280"
681,20160330003382,11011,2015,01035678,193250,"40,588,241,562","5,921,783,122","30,798,818,826"
682,20160330003383,11011,2015,00576789,113810,"103,246,095,509","3,768,283,204","96,349,490,213"
683,20160330003401,11011,2015,00155692,037400,"1,893,541,260,636","29,249,703,802","958,083,383,401"
684,20160330003411,11011,2015,00428251,069960,"1,656,960,042,000","362,826,391,000","6,160,846,844,000"
685,20160330003412,11011,2015,00102618,012200,"293,584,374,834","7,103,017,012","211,584,625,339"
686,20160330003413,11011,2015,00500254,078930,"12,301,179,000,000","1,581,778,000,000","19,023,008,000,000"
687,20160330003419,11011,2015,00172185,004270,"75,864,782,715","2,786,302,899","201,740,626,555"
688,20160330003421,11011,2015,00208444,031980,"138,364,037,587","16,684,579,065","206,561,951,430"
689,20160330003425,11011,2015,00112721,140520,"260,110,989,213","3,869,587,198","294,540,086,829"
690,20160330003426,11011,2015,00369107,082850,"1,869,414,244,753","35,352,053,943","910,183,199,464"
691,20160330003429,11011,2015,00357935,089470,"867,748,204,480","60,719,268,604","560,624,379,193"
692,20160330003431,11011,2015,00156442,004590,"48,165,255,720","6,949,538,794","92,487,867,679"
693,20160330003444,11011,2015,00101752,025880,"83,421,402,670","-374,134,362","99,714,046,083"
694,20160330003449,11011,2015,00118284,109860,"75,674,178,111","6,598,646,308","118,918,350,735"
695,20160330003450,11011,2015,00238001,033560,"217,060,293,879","32,341,534,757","185,891,339,516"
696,20160330003454,11011,2015,00110431,067290,"76,945,005,888","5,984,662,534","127,679,624,999"
697,20160330003456,11011,2015,00138190,001250,"2,262,023,464,125","28,908,532,442","800,714,753,155"
698,20160330003467,11011,2015,00227333,033640,"279,220,554,665","3,876,808,912","355,858,618,446"
699,20160330003468,11011,2015,00407814,083790,"9,765,711,626","-3,849,380,614","127,284,549,684"
700,20160330003469,11011,2015,00146560,019540,"304,829,511,895","18,519,511,361","416,109,168,064"
701,20160330003477,11011,2015,00293886,044340,"197,503,706,632","-10,754,216,436","236,872,508,809"
702,20160330003479,11011,2015,00587466,092230,"1,013,970,585,467","61,532,342,351","1,171,162,836,937"
703,20160330003492,11011,2015,00815095,153490,"189,509,626,945","166,086,268","195,976,694,747"
704,20160330003505,11011,2015,00157539,024120,"129,529,485,033","8,704,863,085","127,235,494,329"
705,20160330003509,11011,2015,00152589,027050,"136,517,442,372","6,419,392,893","121,613,974,955"
706,20160330003510,11011,2015,00128555,004690,"3,667,872,078,940","89,119,861,781","3,543,526,900,029"
707,20160330003514,11011,2015,00125488,014970,"92,531,905,054","10,060,773,638","119,079,249,614"
708,20160330003524,11011,2015,00397289,067170,"564,434,327,118","11,378,267,687","332,914,007,110"
709,20160330003526,11011,2015,00261373,038290,"79,533,908,126","4,166,607,894","134,311,130,386"
710,20160330003531,11011,2015,00296078,054620,"293,175,235,015","12,131,390,844","298,965,609,137"
711,20160330003532,11011,2015,00118965,019180,"276,197,806,385","6,036,655,073","197,688,214,136"
712,20160330003536,11011,2015,00126380,005930,"200,653,482,000,000","26,413,442,000,000","242,179,521,000,000"
713,20160330003537,11011,2015,00161976,016450,"2,086,033,712,414","162,760,317,939","1,436,140,854,544"
714,20160330003547,11011,2015,00442145,083930,"137,697,413,907","9,563,139,757","144,384,110,745"
715,20160330003554,11011,2015,00161383,042700,"117,791,353,740","22,741,656,873","225,559,495,944"
716,20160330003570,11011,2015,00620868,124500,"161,830,134,796","-9,471,519,413","132,977,965,634"
717,20160330003575,11011,2015,00148540,001040,"21,166,707,211,000","1,225,330,266,000","23,562,143,506,000"
718,20160330003578,11011,2015,00122579,001460,"182,195,987,906","21,130,660,793","691,464,608,847"
719,20160330003582,11011,2015,00197476,029960,"42,298,253,903","9,472,358,763","130,554,727,977"
720,20160330003583,11011,2015,00130772,034120,"792,884,228,900","42,152,487,470","934,369,945,679"
721,20160330003590,11011,2015,00635134,097950,"12,924,472,295,000","751,413,820,000","13,751,265,058,000"
722,20160330003592,11011,2015,00144012,008370,"82,559,433,085","9,097,871,174","83,818,674,376"
723,20160330003593,11011,2015,00384717,065170,"57,145,127,070","-153,783,717","63,196,016,788"
724,20160330003596,11011,2015,00663669,114630,"39,669,460,960","3,312,372,003","71,579,016,714"
725,20160330003602,11011,2015,00125080,006840,"2,807,147,867,285","106,316,161,081","2,495,514,992,742"
726,20160330003608,11011,2015,00108913,019680,"813,207,844,495","43,044,536,795","820,643,069,774"
727,20160330003610,11011,2015,00266961,035420,"3,251,157,100,000","762,203,849,000","4,385,913,018,000"
728,20160330003612,11011,2015,00117577,001800,"2,382,377,301,315","299,320,247,808","2,998,838,792,923"
729,20160330003613,11011,2015,00406329,038060,"425,616,475,743","6,144,902,877","339,995,983,760"
730,20160330003614,11011,2015,00413523,053690,"166,822,814,289","12,339,821,043","124,677,882,908"
731,20160330003615,11011,2015,00360142,122900,"3,143,908,414,690","63,690,412,472","1,266,305,616,445"
732,20160330003617,11011,2015,00104999,008600,"291,716,142,266","9,829,471,472","305,011,415,955"
733,20160330003624,11011,2015,00126478,010140,"9,714,441,843,944","-1,501,905,498,704","17,301,591,987,466"
734,20160330003627,11011,2015,00623661,104830,"192,468,673,913","33,331,155,732","234,156,234,910"
735,20160330003630,11011,2015,00186717,053620,"145,514,369,314","1,621,180,409","192,174,332,025"
736,20160330003638,11011,2015,00129280,011230,"36,070,299,308","-7,425,989,969","69,277,587,535"
737,20160330003646,11011,2015,00177870,096350,"59,676,897,793","-157,321,271","153,951,321,004"
738,20160330003647,11011,2015,00112970,001070,"244,388,848,928","4,293,590,436","370,516,546,768"
739,20160330003652,11011,2015,00226547,053980,"57,174,841,773","1,437,800,861","75,195,646,146"
740,20160330003667,11011,2015,00361008,082740,"693,645,086,189","-63,753,576,512","1,406,041,510,684"
741,20160330003671,11011,2015,00126308,028050,"6,441,250,861,164","-1,454,334,491,616","5,630,758,518,608"
742,20160330003674,11011,2015,00108065,015540,"102,248,330,908","-9,976,903,719","28,438,164,265"
743,20160330003675,11011,2015,00149026,000590,"138,970,754,855","22,697,997,325","284,933,124,402"
744,20160330003681,11011,2015,00145880,004020,"16,132,512,865,309","1,464,141,742,728","31,936,433,537,461"
745,20160330003690,11011,2015,00134723,001020,"245,776,625,126","-46,404,900,644","554,699,622,250"
746,20160330003694,11011,2015,00180865,031860,"18,619,785,142","-2,723,125,673","39,203,012,044"
747,20160330003699,11011,2015,00888347,145020,"65,065,577,112","17,757,467,543","233,571,917,075"
748,20160330003701,11011,2015,00149266,023460,"206,350,980,753","6,163,381,105","468,478,394,528"
749,20160330003704,11011,2015,00103042,009070,"357,046,890,073","13,385,079,688","363,554,473,900"
750,20160330003709,11011,2015,00923899,158310,"6,963,731,516","-9,077,412,904","22,867,063,480"
751,20160330003710,11011,2015,00937324,161390,"6,428,172,502,457","884,990,087,910","9,496,138,131,978"
752,20160330003713,11011,2015,00163114,007860,"3,065,762,344,721","137,233,696,828","2,595,484,128,566"
753,20160330003725,11011,2015,00109161,006890,"50,912,035,650","5,072,138,286","117,932,057,998"
754,20160330003728,11011,2015,00231363,032640,"10,795,218,000,000","632,331,000,000","11,950,998,000,000"
755,20160330003732,11011,2015,00155586,024850,"50,008,723,271","-8,798,475,134","47,727,878,031"
756,20160330003742,11011,2015,01036446,200880,"2,289,404,878,012","118,466,862,465","1,703,969,083,907"
757,20160330003743,11011,2015,00994994,187790,"29,901,809,863","-8,471,990,220","99,495,652,475"
758,20160330003748,11011,2015,00113207,001440,"1,688,712,586,000","28,070,670,000","1,552,803,066,000"
759,20160330003760,11011,2015,00127857,002450,"160,730,156,556","14,841,198,575","408,469,903,319"
760,20160330003766,11011,2015,00146649,015860,"890,895,408,691","30,609,809,177","1,075,919,203,224"
761,20160330003767,11011,2015,00344287,042670,"7,212,985,165,337","27,441,076,257","11,383,172,815,890"
762,20160330003776,11011,2015,00209780,029460,"435,490,074,144","53,749,516,899","403,859,115,648"
763,20160330003778,11011,2015,00149354,001630,"221,832,028,453","28,182,085,922","501,005,738,992"
764,20160330003785,11011,2015,00242712,037950,"62,306,127,115","6,164,458,011","93,811,326,869"
765,20160330003795,11011,2015,00163512,002320,"1,641,702,370,161","41,147,134,444","2,503,676,697,939"
766,20160330003806,11011,2015,00401731,066570,"56,509,008,000,000","1,192,291,000,000","36,313,896,000,000"
767,20160330003808,11011,2015,00249247,037270,"29,224,378,671","-6,986,453,136","116,473,239,327"
768,20160330003820,11011,2015,00269940,039130,"459,425,682,810","44,749,505,444","504,354,079,591"
769,20160330003829,11011,2015,00125743,004560,"688,953,411,851","14,525,226,335","581,173,005,080"
770,20160330003830,11011,2015,00106623,011210,"7,884,188,370,663","500,933,795,267","6,683,131,754,662"
771,20160330003833,11011,2015,01003040,192250,"31,529,012,211","8,598,364,372","53,622,664,854"
772,20160330003845,11011,2015,00105271,002380,"3,414,387,967,077","309,210,485,562","8,668,411,154,310"
773,20160330003852,11011,2015,00106395,001210,"396,261,335,819","-12,592,949,228","475,649,784,250"
774,20160330003853,11011,2015,00302926,064350,"3,309,108,924,000","-192,883,857,000","5,043,947,265,000"
775,20160330003872,11011,2015,00130587,027040,"46,808,105,823","-1,085,956,319","61,788,131,466"
776,20160330003887,11011,2015,00525882,096240,"135,508,996,479","6,885,877,486","125,382,465,323"
777,20160330003889,11011,2015,00152862,002020,"3,820,812,375,803","41,355,370,692","3,291,820,462,346"
778,20160330003898,11011,2015,00117708,012700,"371,855,075,973","53,062,308,442","779,423,690,897"
779,20160330003925,11011,2015,00475718,083470,"113,765,618,905","4,927,751,656","92,933,155,377"
780,20160330003930,11011,2015,00104768,000500,"780,951,401,009","9,877,553,145","520,474,258,725"
781,20160330003936,11011,2015,00525679,085660,"393,781,632,232","17,644,790,743","644,831,253,151"
782,20160330003939,11011,2015,00110583,025440,"355,223,578,013","4,135,619,692","117,045,540,492"
783,20160330003945,11011,2015,00121039,017180,"125,100,920,171","-2,470,254,774","199,417,322,526"
784,20160330003946,11011,2015,00153339,015890,"353,853,067,877","-3,263,138,093","467,026,320,430"
785,20160330003958,11011,2015,00571483,138080,"59,415,535,092","505,623,793","74,704,701,755"
786,20160330003960,11011,2015,00259590,035620,"15,698,007,210","3,802,762,485","47,832,856,345"
787,20160330003969,11011,2015,00298447,052710,"314,002,602,112","21,521,329,868","359,013,564,704"
788,20160330003976,11011,2015,00151368,129260,"599,512,015,339","29,278,950,720","528,489,691,603"
789,20160330003977,11011,2015,00126371,009150,"6,176,258,143,768","301,331,565,461","7,269,452,863,202"
790,20160330003984,11011,2015,00562360,097780,"199,648,368,561","-26,636,899,787","136,686,092,832"
791,20160330003985,11011,2015,00791209,118000,"11,450,627,553","-7,501,838,651","16,405,118,147"
792,20160330003989,11011,2015,00204208,027740,"274,546,428,118","-9,723,893,558","222,831,034,362"
793,20160330003997,11011,2015,00141671,010470,"126,262,024,726","2,978,607,625","193,912,595,173"
794,20160330003998,11011,2015,00164788,012330,"36,019,749,000,000","2,934,571,000,000","37,774,833,000,000"
795,20160330003999,11011,2015,00136378,004170,"2,563,985,167,558","262,134,021,712","7,918,168,375,576"
796,20160330004004,11011,2015,00132804,004980,"678,697,759,107","35,255,167,799","1,072,795,122,980"
797,20160330004015,11011,2015,00105855,010120,"2,201,675,838,426","154,402,117,229","2,251,673,934,546"
798,20160330004025,11011,2015,00109693,000210,"9,513,673,300,027","271,768,395,297","12,064,893,869,855"
799,20160330004031,11011,2015,00162461,009830,"8,036,991,362,167","337,012,931,388","13,852,619,722,836"
800,20160330004036,11011,2015,00172936,004890,"308,236,623,370","1,963,604,886","347,524,136,416"
801,20160330004047,11011,2015,00231831,034940,"50,120,386,794","140,292,791","74,347,704,455"
802,20160330004050,11011,2015,00303873,079160,"1,193,516,367,213","66,899,399,021","1,417,577,426,757"
803,20160330004060,11011,2015,00117212,000150,"18,960,372,475,927","264,583,147,468","31,556,310,458,668"
804,20160330004062,11011,2015,00126955,003230,"290,854,624,001","7,148,814,014","296,548,101,862"
805,20160330004065,11011,2015,00120030,006360,"10,572,620,348,180","122,067,493,024","13,005,492,988,073"
806,20160330004075,11011,2015,00138279,010950,"17,890,272,000,000","817,604,000,000","10,795,526,000,000"
807,20160330004084,11011,2015,00872984,139480,"13,639,993,101,625","503,780,001,348","14,493,751,837,603"
808,20160330004088,11011,2015,00641393,101400,"56,500,755,150","-3,408,623,702","32,723,324,677"
809,20160330004089,11011,2015,00362858,053280,"363,119,945,178","12,794,445,369","171,255,044,026"
810,20160330004095,11011,2015,00299464,047820,"24,842,314,115","-2,340,149,395","114,401,923,981"
811,20160330004101,11011,2015,00107613,007660,"520,911,372,674","20,176,549,758","506,297,786,592"
812,20160330004104,11011,2015,00246620,039420,"33,992,779,756","2,908,031,762","38,095,730,089"
813,20160330004111,11011,2015,00105466,021320,"969,647,511,221","-93,565,730,927","838,081,524,431"
814,20160330004112,11011,2015,00389970,064260,"112,948,116,107","888,330,039","300,513,733,026"
815,20160330004116,11011,2015,00377018,049080,"61,576,391,469","-18,852,730,878","151,757,531,730"
816,20160330004118,11011,2015,00535746,063080,"152,295,703,561","3,239,040,877","331,942,510,743"
817,20160330004120,11011,2015,00130684,017390,"1,540,271,200,706","-2,477,121,662","1,436,635,554,146"
818,20160330004121,11011,2015,00541349,068760,"74,732,429,050","6,374,153,344","466,771,900,807"
819,20160330004133,11011,2015,00572905,095340,"99,039,486,194","15,724,939,070","195,258,867,718"
820,20160330004137,11011,2015,00160588,000880,"41,376,288,000,000","758,450,000,000","145,621,715,000,000"
821,20160330004146,11011,2015,00409788,083650,"356,421,040,708","-41,055,525,898","455,429,507,194"
822,20160330004168,11011,2015,00573579,090080,"320,039,001,259","631,391,544","164,280,658,396"
823,20160330004178,11011,2015,00119007,009580,"628,513,607,753","36,589,205,653","1,168,025,790,402"
824,20160330004199,11011,2015,00411385,078070,"162,330,626,109","29,506,189,766","260,011,880,839"
825,20160330004200,11011,2015,00155124,010770,"574,194,658,718","5,335,084,094","454,722,206,250"
826,20160330004202,11011,2015,00239639,038500,"563,812,485,011","46,938,953,226","1,107,696,145,006"
827,20160330004203,11011,2015,00156150,019490,"54,523,149,681","-5,863,594,131","54,818,530,708"
828,20160330004210,11011,2015,00361266,056000,"14,986,883,583","-6,296,962,469","37,467,432,641"
829,20160330004211,11011,2015,00124726,005180,"799,571,650,621","31,692,712,996","616,988,522,405"
830,20160330004213,11011,2015,00105101,015360,"1,200,695,485,415","17,378,610,059","1,264,603,089,638"
831,20160330004219,11011,2015,00226866,049070,"661,590,454,087","31,832,380,645","528,666,959,570"
832,20160330004227,11011,2015,00425351,067280,"135,575,460,422","11,941,340,584","90,882,279,689"
833,20160330004230,11011,2015,00106313,002990,"1,530,988,130,400","20,777,168,191","1,310,031,832,864"
834,20160330004231,11011,2015,00134176,013000,"39,587,325,056","1,585,590,725","36,979,513,705"
835,20160330004234,11011,2015,00138792,020560,"5,795,271,417,468","98,274,527,528","9,292,748,545,471"
836,20160330004245,11011,2015,00124540,047040,"9,935,734,305,839","343,433,750,837","10,152,059,203,382"
837,20160330004249,11011,2015,00135050,004720,"60,405,445,197","4,524,306,237","46,449,649,518"
838,20160330004257,11011,2015,00220057,032620,"59,431,063,798","4,533,536,901","64,248,882,904"
839,20160330004258,11011,2015,00347716,051980,"18,838,769,683","-9,085,804,926","28,807,693,116"
840,20160330004261,11011,2015,00122898,007210,"442,823,058,118","39,908,752,974","429,504,382,107"
841,20160330004270,11011,2015,00171636,004150,"920,610,294,000","59,534,457,000","1,974,138,514,000"
842,20160330004271,11011,2015,00273420,047560,"44,068,203,492","-1,554,210,931","70,865,895,437"
843,20160330004278,11011,2015,00161116,014790,"1,855,269,347,979","30,959,493,175","2,285,444,643,150"
844,20160330004279,11011,2015,00808068,138360,"20,004,038,464","1,456,109,941","44,576,596,853"
845,20160330004282,11011,2015,00163691,000700,"516,368,007,864","67,192,445,704","464,546,228,823"
846,20160330004283,11011,2015,00117629,008970,"171,320,554,068","3,248,864,621","177,487,701,943"
847,20160330004288,11011,2015,00608316,131220,"41,604,516,068","-153,523,744","40,599,675,851"
848,20160330004295,11011,2015,00234412,031430,"1,005,239,640,895","19,939,139,369","914,201,108,537"
849,20160330004297,11011,2015,00327396,082210,"135,475,041,136","2,190,297,551","238,811,091,613"
850,20160330004299,11011,2015,00121507,001810,"211,382,336,664","9,589,677,920","295,833,576,311"
851,20160330004312,11011,2015,00299002,060980,"892,102,730,570","95,972,514,270","1,606,041,152,027"
852,20160330004315,11011,2015,01067516,215000,"201,560,388,983","49,582,443,780","178,132,252,912"
853,20160330004322,11011,2015,00117188,004800,"12,458,453,529,733","950,168,850,345","14,013,177,864,151"
854,20160330004326,11011,2015,00164609,010620,"4,652,431,643,000","66,573,343,000","9,438,010,980,000"
855,20160330004359,11011,2015,00274933,031440,"906,403,573,448","8,729,524,531","503,250,776,425"
856,20160330004360,11011,2015,00618410,101000,"122,422,515,205","7,271,129,664","111,356,661,498"
857,20160330004363,11011,2015,00488989,078350,"127,087,616,168","6,863,732,165","76,232,161,744"
858,20160330004367,11011,2015,00130763,046890,"1,011,224,402,133","45,583,440,262","1,136,044,054,616"
859,20160330004370,11011,2015,00148984,000480,"728,337,552,033","25,867,255,882","903,697,171,205"
860,20160330004373,11011,2015,00985686,182360,"22,398,853,346","710,694,719","27,649,411,862"
861,20160330004390,11011,2015,00117337,001520,"392,665,078,502","35,132,695,914","1,184,189,631,146"
862,20160330004396,11011,2015,00155276,003670,"1,221,228,000,895","56,012,559,855","717,505,710,640"
863,20160330004399,11011,2015,00113508,000320,"683,481,222,317","27,230,574,637","986,460,689,330"
864,20160330004400,11011,2015,00265421,037330,"311,647,591,071","9,138,973,947","255,336,119,305"
865,20160330004408,11011,2015,00136086,009200,"1,156,771,666,829","72,414,781,608","2,170,261,009,182"
866,20160330004410,11011,2015,00228536,041440,"327,817,238,937","17,744,836,821","285,417,032,509"
867,20160330004416,11011,2015,00246417,039030,"270,020,677,037","28,545,439,053","372,880,994,080"
868,20160330004418,11011,2015,00638487,150900,"25,287,012,650","262,774,543","41,073,018,796"
